Date,Fighter 1,Fighter 2,Winner,Method of Victory ,Weight Class,Venue,Title Fight,Main Event,Time Elapsed,F1 TDA,F1 TDL,F1 Control Time,F2 TDA,F2 TDL,F2 Control Time,F1 Total Strikes,F1 Sig Strikes,F1 Head Strike,F1 Body Strike,F1 Leg Strike,F2 Total Strikes,F2 Sig Strikes,F2 Head Strike,F2 Body Strike,F2 Leg Strike,F1 KD,F2 KD,Submission,KO/TKO,Finish,Decision,Stand Up,Late Sub,Late KO,Last Second Finish,F1 Control Proportion,F2 Control Proportion,F1 Sig Strike/Min,F2 Strike/Min,F2 Sig Strike/Min,F1 TDA/Min,F2 TDA/Min,F1 Strike/KD,F2 Strike/KD,F1 KD/Min,F2 KD/Min,F2 KD/Sec
2/12/2023,Josh Culibao,Melsik Baghdasaryan,F1,RNC,FW,"Perth, AUS",0,0,422,0,0,14,0,0,0,45,16,3,3,10,44,26,6,8,12,0,0,1,0,1,0,1,0,0,0,0.03,0,6.42,2.28,6.24,3.72,0,0,0,0,0,0
2/12/2023,Shannon Ross,Kleydson Rodrigues,F2,KO/TKO,FLW,"Perth, AUS",0,0,59,0,0,0,0,0,0,4,1,0,0,1,24,14,8,3,3,0,1,0,1,1,0,1,0,0,0,0,0,4.08,1.02,24.42,14.22,0,0,0,2.52,0,0.02
2/12/2023,Jamie Mullarkey,Francisco Prado,F1,UD,LW,"Perth, AUS",0,0,900,4,3,287,2,0,10,126,59,28,13,18,78,28,18,4,6,0,0,0,0,0,1,0,0,0,0,0.32,0.01,8.4,3.96,5.22,1.86,0.24,0.12,0,0,0,0
2/12/2023,Jack Jenkins,Don Shainis,F1,UD,FW,"Perth, AUS",0,0,900,5,4,360,3,1,136,150,82,45,23,14,187,50,26,17,7,0,0,0,0,0,1,0,0,0,0,0.4,0.15,10.02,5.46,12.48,3.36,0.36,0.18,0,0,0,0
2/12/2023,Shane Young,Blake Bilder,F2,UD,FW,"Perth, AUS",0,0,900,3,0,3,7,1,103,197,80,42,21,17,206,111,62,11,38,0,0,0,0,0,1,0,0,0,0,0,0.11,13.14,5.34,13.74,7.38,0.18,0.48,0,0,0,0
2/12/2023,Zubair Tukhugov,Elves Brener,F2,SD,LW,"Perth, AUS",0,0,900,4,0,131,3,0,0,172,70,64,4,2,170,69,30,23,16,0,0,0,0,0,1,1,0,0,0,0.15,0,11.46,4.68,11.34,4.62,0.24,0.18,0,0,0,0
2/4/2023,Derrick Lewis,Serghei Spivac,F2,Arm Triangle,HW,Apex,0,1,185,0,0,0,8,6,152,3,0,0,0,0,54,12,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0.82,0.96,0,17.52,3.9,0,2.58,0,0,0,0
2/4/2023,Da Woon Jung,Devin Clark ,F2,UD,LHW,Apex,0,0,900,5,1,348,11,3,302,78,18,11,6,1,136,39,22,5,12,0,0,0,0,0,1,0,0,0,0,0.39,0.34,5.22,1.2,9.06,2.58,0.36,0.72,0,0,0,0
2/4/2023,Marcin Tybura,Blagoy Ivanov,F1,UD,HW,Apex,0,0,900,1,1,295,0,0,0,133,40,12,19,9,113,34,24,10,0,0,0,0,0,0,1,0,0,0,0,0.33,0,8.88,2.64,7.56,2.28,0.06,0,0,0,0,0
2/4/2023,Dooho Choi,Kyle Nelson,Draw,Draw,FW,Apex,0,0,900,0,0,238,10,5,334,114,50,11,23,16,80,20,10,7,3,0,0,0,0,0,0,0,0,0,0,0.26,0.37,7.62,3.36,5.34,1.32,0,0.66,0,0,0,0
2/4/2023,Yusaku Kinoshita ,Adam Fuggit,F2,KO/TKO,WW,Apex,0,0,276,1,0,1,7,4,173,25,10,6,1,3,54,21,16,4,1,0,0,0,1,1,0,0,0,0,0,0,0.63,5.46,2.16,11.76,4.56,0.24,1.5,0,0,0,0
2/4/2023,Jeka Saragih,Anshul Jubli,F2,KO/TKO,LW,Apex,0,0,524,0,0,9,5,2,427,40,14,2,3,9,99,38,36,1,1,0,0,0,1,1,0,0,0,0,0,0.02,0.82,4.56,1.62,11.34,4.38,0,0.6,0,0,0,0
2/4/2023,JeongYeong Lee,Zha Yi,F1,SD,FW,Apex,0,0,900,0,0,50,21,5,499,105,25,18,7,0,74,24,17,6,1,0,0,0,0,0,1,0,0,0,0,0.06,0.55,7.02,1.68,4.92,1.62,0,1.38,0,0,0,0
2/4/2023,Toshiomi Kazama,Rinya Nakamura,F2,KO/TKO,BW,Apex,0,0,33,0,0,0,0,0,3,10,4,4,0,0,25,11,11,0,0,0,2,0,1,1,0,1,0,0,0,0,0.09,18.18,7.26,45.48,19.98,0,0,0,4.8,0,0.06
2/4/2023,SeungGuk Choi,HyunSung Park,F2,RNC,FLW,Apex,0,0,791,2,0,158,3,1,107,83,20,12,3,5,125,38,20,1,17,1,0,1,0,1,0,0,1,0,0,0.2,0.14,6.3,1.5,9.48,2.88,0.18,0.24,0.72,0,0.06,0
2/4/2023,Junyong Park,Denis Tiuliulin,F1,RNC,MW,Apex,0,0,245,3,1,178,0,0,0,52,25,20,1,4,22,8,4,4,0,0,0,1,0,1,0,0,0,0,0,0.73,0,12.72,6.12,5.4,1.98,0.72,0,0,0,0,0
2/4/2023,Tatsuro Taira,Jesus Aguilar,F1,Triangle Choke (w/ armbar),FLW,Apex,0,0,260,1,1,229,0,0,23,5,1,1,0,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0.88,0.09,1.14,0.24,0.48,0.48,0.24,0,0,0,0,0
1/21/2023,Glover Teixeira,Jamahal Hill,F2,UD,LHW,Brazil,1,1,1500,17,2,206,0,0,206,196,75,52,19,4,419,232,180,42,10,0,0,0,0,0,1,0,0,0,0,0.14,0.14,7.86,3,16.74,9.3,0.66,0,0,0,0,0
1/21/2023,Deiveson Figueiredo,Brandon Moreno,F2,TKO(Dr),FLW,Brazil,1,0,900,2,1,35,6,3,412,48,19,8,8,3,111,48,37,7,4,0,0,0,1,1,0,0,0,1,1,0.04,0.46,3.18,1.26,7.38,3.18,0.12,0.42,0,0,0,0
1/21/2023,Gilbert Burns,Neil Magny,F1,Arm Triangle,WW,Brazil,0,0,255,1,1,155,0,0,0,12,5,4,1,0,11,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0.61,0,2.82,1.2,2.58,0.96,0.24,0,0,0,0,0
1/21/2023,Paul Craig,Johnny Walker,F2,KO/TKO,LHW,Brazil,0,0,136,0,0,0,0,0,4,8,3,0,1,2,21,16,12,1,3,0,1,0,1,1,0,1,0,0,0,0,0.03,3.54,1.32,9.24,7.08,0,0,0,2.88,0,0.01
1/21/2023,Mauricia Hua,Ihor Potieria,F2,KO/TKO,LHW,Brazil,0,0,245,0,0,1,2,0,38,35,17,4,3,10,47,21,16,3,2,0,1,0,1,1,0,1,0,0,0,0,0.16,8.58,4.14,11.52,5.16,0,0.48,0,1.26,0,0
1/21/2023,Gregory Rodrigues,Brunno Ferreira ,F2,KO/TKO,MW,Brazil,0,0,253,0,0,10,2,0,1,41,21,16,5,0,46,22,15,2,5,0,1,0,1,1,0,1,0,0,0,0.04,0,9.72,4.98,10.92,5.22,0,0.48,0,1.32,0,0
1/21/2023,Thiago Moises,Melquizael Costa,F1,RNC,LW,Brazil,0,0,545,7,4,331,0,0,2,58,22,14,7,1,71,23,2,10,11,0,0,1,0,1,0,0,0,0,0,0.61,0,6.36,2.4,7.8,2.52,0.78,0,0,0,0,0
1/21/2023,Gabriel Bonfim,Mounir Lazzez,F1,Guillotine,WW,Brazil,0,0,49,0,0,4,1,0,0,22,9,6,2,1,13,9,0,4,5,0,0,1,0,1,0,1,0,0,0,0.08,0,26.94,11.04,15.9,11.04,0,1.2,0,0,0,0
1/21/2023,Shamil Abdurakhimov,Jailton Almeida,F2,KO/TKO,HW,Brazil,0,0,476,0,0,0,5,3,448,3,1,1,0,0,110,45,44,0,1,0,0,0,1,1,0,0,0,0,0,0,0.94,0.36,0.12,13.86,5.7,0,0.66,0,0,0,0
1/21/2023,Luan Lacerda,Cody Stamann,F2,UD,BW,Brazil,0,0,900,4,1,94,2,0,0,187,80,31,44,5,195,103,62,29,12,0,0,0,0,0,1,0,0,0,0,0.1,0,12.48,5.34,13.02,6.84,0.24,0.12,0,0,0,0
1/21/2023,Ismael Bonfim ,Terrance McKinney,F1,KO/TKO,LW,Brazil,0,0,437,4,1,47,2,0,136,53,34,16,16,2,55,14,10,4,0,1,0,0,1,1,0,0,0,0,0,0.11,0.31,7.26,4.68,7.56,1.92,0.54,0.3,1.14,0,0.12,0
1/21/2023,Warlley Alves,Nicholas Dalby,F2,SD,WW,Brazil,0,0,900,3,1,129,1,0,242,153,66,45,7,14,298,119,75,35,9,0,0,0,0,0,1,0,0,0,0,0.14,0.27,10.2,4.38,19.86,7.92,0.18,0.06,0,0,0,0
1/21/2023,Saimon Oliveira ,Daniel Marcos,F2,KO/TKO,BW,Brazil,0,0,438,5,0,135,1,0,0,73,23,7,3,13,84,53,31,20,2,0,1,0,1,1,0,1,0,0,0,0.31,0,10.02,3.18,11.52,7.26,0.66,0.12,0,0.72,0,0
1/14/2023,Sean Strickland ,Nassourdine Imavov,F1,UD,MW,Apex,0,1,1500,1,1,252,1,0,12,420,182,134,38,10,277,123,67,41,14,0,0,0,0,0,1,0,0,0,0,0.17,0.01,16.8,7.26,11.1,4.92,0.06,0.06,0,0,0,0
1/14/2023,Dan Ige,Damon Jackson,F1,KO/TKO,FW,Apex,0,0,553,1,1,18,1,0,1,81,34,17,13,4,102,36,22,10,4,1,0,0,1,1,0,0,0,0,0,0.03,0,8.76,3.66,11.04,3.9,0.12,0.12,0.72,0,0.12,0
1/14/2023,Punahele Soriano,Roman Kopylov,F2,KO/TKO,MW,Apex,0,0,499,3,0,6,1,1,10,107,39,35,4,0,128,82,56,14,12,0,0,0,1,1,0,0,0,0,0,0.01,0.02,12.84,4.68,15.42,9.84,0.36,0.12,0,0,0,0
1/14/2023,Umar Nurmagomedov,Raoni Barcelos,F1,KO/TKO,BW,Apex,0,0,280,0,0,2,1,0,0,51,36,20,12,4,25,13,6,5,2,1,0,0,1,1,0,1,0,0,0,0.01,0,10.92,7.74,5.34,2.76,0,0.24,1.2,0,0.24,0
1/14/2023,Javid Basharat,Mateus Mendonca,F1,UD,BW,Apex,0,0,900,5,3,319,11,2,139,164,95,62,25,8,70,29,21,3,5,0,0,0,0,0,1,0,0,0,0,0.35,0.15,10.92,6.36,4.68,1.92,0.36,0.72,0,0,0,0
1/14/2023,Claudio Ribeiro,Abdul Razak Alhassan,F2,KO/TKO,MW,Apex,0,0,328,0,0,16,2,0,188,54,19,6,3,10,41,17,13,4,0,0,1,0,1,1,0,1,0,0,0,0.05,0.57,9.9,3.48,7.5,3.12,0,0.36,0,1.44,0,0
1/14/2023,Mateusz Rebecki,Nick Fiore,F1,UD,LW,Apex,0,0,900,4,3,507,3,1,34,228,89,53,27,9,113,34,25,7,2,0,0,0,0,0,1,0,0,0,0,0.56,0.04,15.18,5.94,7.56,2.28,0.24,0.18,0,0,0,0
1/14/2023,Allan Nascimento,Carlos Hernandez,F1,RNC,FLW,Apex,0,0,196,4,2,143,0,0,0,14,6,2,2,2,7,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0.73,0,4.26,1.86,2.16,0.9,1.2,0,0,0,0,0
1/14/2023,Dan Argueta,Nick Aguirre,F1,UD,FW,Apex,0,0,900,6,4,614,0,0,75,144,47,29,9,9,47,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0.68,0.08,9.6,3.12,3.12,0.96,0.42,0,0,0,0,0
1/14/2023,Charles Johnson,Jimmy Flick,F1,KO/TKO,FLW,Apex,0,0,273,0,0,99,3,1,24,77,34,20,10,4,13,7,3,3,1,0,0,0,1,1,0,0,0,0,0,0.36,0.09,16.92,7.5,2.88,1.56,0,0.66,0,0,0,0
12/17/2022,Jared Cannonier,Sean Strickland,F1,SD,MW,Apex,0,1,1500,0,0,0,1,1,48,310,141,57,60,24,410,152,126,24,2,0,0,0,0,0,1,0,0,0,0,0,0.03,12.42,5.64,16.38,6.06,0,0.06,0,0,0,0
12/17/2022,Arman tsarukyan,Damir Ismagulov,F1,UD,LW,Apex,0,0,900,21,7,565,0,0,6,105,34,14,12,8,106,36,18,15,3,0,0,0,0,0,1,0,0,0,0,0.63,0.01,7.02,2.28,7.08,2.4,1.38,0,0,0,0,0
12/17/2022,Amir Albazi,Alessandro Costa,F1,KO/TKO,FLW,Apex,0,0,733,4,1,354,0,0,0,110,37,23,10,4,107,17,6,6,5,2,0,0,1,1,0,0,0,0,0,0.48,0,9,3,8.76,1.38,0.3,0,1.08,0,0.18,0
12/17/2022,Alex Caceres ,Julian Erosa,F1,KO/TKO,FW,Apex,0,0,184,0,0,5,0,0,0,30,16,9,3,4,22,10,2,3,5,1,0,0,1,1,0,1,0,0,0,0.03,0,9.78,5.22,7.2,3.24,0,0,1.98,0,0.3,0
12/17/2022,Drew Dober,Bobby Green,F1,KO/TKO,LW,Apex,0,0,465,1,0,7,1,0,11,121,34,16,9,9,145,73,50,17,6,1,0,0,1,1,0,1,0,0,0,0.02,0.02,15.6,4.38,18.72,9.42,0.12,0.12,0.48,0,0.12,0
12/17/2022,Cody Brundage,Michal Oleksiejczuk,F2,KO/TKO,MW,Apex,0,0,196,3,3,113,0,0,72,3,0,0,0,0,40,15,13,2,0,0,0,0,1,1,0,0,0,0,0,0.58,0.37,0.9,0,12.24,4.62,0.9,0,0,0,0,0
12/17/2022,Jake Matthews,Matthew Semelsberger,F2,UD,WW,Apex,0,0,900,2,1,102,5,3,256,140,32,23,6,3,129,45,32,7,4,0,3,0,0,0,1,0,0,0,0,0.11,0.28,9.36,2.16,8.58,3,0.12,0.36,0,1.38,0,0
12/17/2022,Said Nurmagomedov,Saidyokub Kakhramonov,F1,Guillotine,BW,Apex,0,0,530,2,0,25,12,5,472,34,7,3,3,1,65,11,8,3,0,0,0,1,0,1,0,0,0,0,0,0.05,0.89,3.84,0.78,7.38,1.26,0.24,1.38,0,0,0,0
12/17/2022,Rafa Garcia,Maheshate,F1,UD,LW,Apex,0,0,900,11,6,370,0,0,0,138,49,29,11,9,148,25,16,8,1,0,0,0,0,0,1,0,0,0,0,0.41,0,9.18,3.24,9.84,1.68,0.72,0,0,0,0,0
12/17/2022,Bryan Battle,Rinat Fakhretdinov,F2,UD,WW,Apex,0,0,900,1,0,0,9,7,851,42,3,1,1,1,149,43,38,2,3,0,1,0,0,0,1,0,0,0,0,0,0.95,2.82,0.18,9.96,2.88,0.06,0.6,0,0.42,0,0
12/17/2022,David Dvorak,Manel Kape,F2,UD,FLW,Apex,0,0,900,3,2,162,0,0,57,122,33,17,6,10,136,58,33,19,6,0,1,0,0,0,1,0,0,0,0,0.18,0.06,8.16,2.22,9.06,3.84,0.18,0,0,0.42,0,0
12/17/2022,Sergey Morozov,Journey Newson,F1,UD,BW,Apex,0,0,900,13,6,419,2,0,0,145,30,7,8,15,136,26,10,7,9,0,0,0,0,0,1,0,0,0,0,0.47,0,9.66,1.98,9.06,1.74,0.84,0.12,0,0,0,0
12/10/2022,Jan Blachowicz ,Magomed Ankalaev,Draw,Draw,LHW,"Las Vegas, NV",1,1,1500,0,0,0,10,2,680,141,55,19,11,25,312,78,49,19,10,0,0,0,0,0,0,0,0,0,0,0,0.45,5.64,2.22,12.48,3.12,0,0.42,0,0,0,0
12/10/2022,Paddy Pimblett,Jared Gordon,F1,UD,LW,"Las Vegas, NV",0,0,900,3,0,35,6,3,388,194,63,33,13,17,143,60,32,14,14,0,0,0,0,0,1,0,0,0,0,0.04,0.43,12.96,4.2,9.54,4.02,0.18,0.42,0,0,0,0
12/10/2022,Santiago Ponzinibbio,Alex Morono,F1,KO/TKO,WW,"Las Vegas, NV",0,0,89,1,0,1,0,0,8,155,66,31,26,9,131,38,34,4,0,1,1,0,1,1,0,1,0,0,0,0.01,0.09,104.52,44.52,88.32,25.62,0.66,0,0.36,0.48,0.66,0.01
12/10/2022,Darren Till,Dricus Du Plessis,F2,Neck Crank,MW,"Las Vegas, NV",0,0,763,1,1,23,6,6,333,94,35,26,6,3,197,86,69,4,13,0,0,1,0,1,0,0,1,0,0,0.03,0.44,7.38,2.76,15.48,6.78,0.06,0.48,0,0,0,0
12/10/2022,Bryce Mitchell,Ilia Topuria,F2,Arm Triangle,FW,"Las Vegas, NV",0,0,490,9,1,89,0,0,78,94,36,22,11,3,93,40,34,5,1,0,1,1,0,1,0,0,0,0,0,0.18,0.16,11.52,4.38,11.4,4.92,1.08,0,0,0.66,0,0
12/10/2022,Raul Rosas,Jay Perrin,F1,Neck Crank,BW,"Las Vegas, NV",0,0,164,3,2,132,0,0,0,14,3,2,0,1,8,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0.81,0,5.1,1.08,2.94,1.44,1.08,0,0,0,0,0
12/10/2022,Jairzinho Rozenstruik,Chris Daukaus,F1,KO/TKO,HW,"Las Vegas, NV",0,0,23,0,0,6,0,0,0,21,12,12,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0.26,0,54.78,31.32,2.58,2.58,0,0,2.88,0,2.58,0
12/10/2022,Edmen Shahbazyan,Dalcha Lungiambula,F1,KO/TKO,MW,"Las Vegas, NV",0,0,581,0,0,68,4,0,15,113,54,31,20,3,51,23,6,11,6,0,0,0,1,1,0,1,0,0,0,0.12,0.03,11.64,5.58,5.28,2.4,0,0.42,0,0,0,0
12/10/2022,Chris Curtis,Joaquin Buckley,F1,KO/TKO,MW,"Las Vegas, NV",0,0,469,0,0,6,0,0,0,87,36,25,3,8,163,50,27,15,8,1,0,0,1,1,0,1,0,0,0,0.01,0,11.16,4.62,20.88,6.42,0,0,0.66,0,0.12,0
12/10/2022,Billy Quarantillo,Alexander Hernandez,F1,KO/TKO,FW,"Las Vegas, NV",0,0,570,4,2,80,6,2,248,194,87,61,17,9,105,48,33,5,10,0,0,0,1,1,0,0,0,0,0,0.14,0.44,20.4,9.18,11.04,5.04,0.42,0.66,0,0,0,0
12/10/2022,TJ Brown,Erik Silva,F1,Arm Triangle,FW,"Las Vegas, NV",0,0,821,7,2,583,4,3,155,109,24,20,4,0,42,21,12,6,3,0,0,1,0,1,0,0,1,0,0,0.71,0.19,7.98,1.74,3.06,1.56,0.54,0.3,0,0,0,0
12/10/2022,Cory Saaiman,Steven Koslow,F1,KO/TKO,BW,"Las Vegas, NV",0,0,853,0,0,389,9,5,280,149,53,38,9,6,42,11,8,1,2,0,0,0,1,1,0,0,0,1,0,0.46,0.33,10.5,3.72,2.94,0.78,0,0.66,0,0,0,0
12/3/2022,Stephen Thompson,Kevin Holland,F1,KO/TKO,WW,"Orlando, FL",0,1,1200,0,0,47,6,2,81,278,163,103,42,18,214,119,52,23,44,0,0,0,1,1,0,0,0,0,0,0.04,0.07,13.92,8.16,10.68,5.94,0,0.3,0,0,0,0
12/3/2022,Brian Barbarena,Rafael Dos Anjos,F2,RNC,WW,"Orlando, FL",0,0,500,0,0,35,6,4,396,79,14,6,4,4,41,29,3,17,0,0,0,1,0,1,0,0,0,0,0,0.07,0.79,9.48,1.68,4.92,3.48,0,0.72,0,0,0,0
12/3/2022,Matheus Nicolau,Matt Schnell,F1,KO/TKO,FLW,"Orlando, FL",0,0,404,1,1,47,0,0,0,50,32,23,6,3,68,20,16,3,1,2,0,0,1,1,0,0,0,0,0,0.12,0,7.44,4.74,10.08,3,0.12,0,2.4,0,0.3,0
12/3/2022,Tai Tuivasa,Sergei Pavlovich,F2,KO/TKO,HW,"Orlando, FL",0,0,54,0,0,0,0,0,9,10,2,2,0,0,44,23,23,0,0,0,2,0,1,1,0,1,0,0,0,0,0.17,11.1,2.22,48.9,25.56,0,0,0,2.7,0,0.04
12/3/2022,Jack Hermansson,Roman Dolidze ,F2,Calf Slicer,MW,"Orlando, FL",0,0,546,3,2,112,0,0,30,80,47,16,11,20,73,25,23,2,0,0,0,1,0,1,0,0,0,0,0,0.21,0.06,8.82,5.16,8.04,2.76,0.3,0,0,0,0,0
12/3/2022,Eryk Anders,Kyle Daukaus,F1,KO/TKO,MW,"Orlando, FL",0,0,465,1,1,146,8,0,44,159,49,27,14,8,83,37,14,8,15,1,0,0,1,1,0,0,0,0,0,0.31,0.1,20.52,6.3,10.68,4.8,0.12,1.02,0.36,0,0.12,0
12/3/2022,Niko Price,Phil Rowe,F2,KO/TKO,WW,"Orlando, FL",0,0,806,2,0,89,2,1,89,293,110,66,16,28,140,63,49,7,7,0,0,0,1,1,0,0,0,1,0,0.11,0.11,21.84,8.16,10.44,4.68,0.12,0.12,0,0,0,0
12/3/2022,Clay Guida,Scott Holtzman,F1,SD,LW,"Orlando, FL",0,0,900,15,4,335,0,0,18,215,66,30,23,13,178,65,55,5,5,0,0,0,0,0,1,0,0,0,0,0.37,0.02,14.34,4.38,11.88,4.32,1.02,0,0,0,0,0
12/3/2022,Michael Johnson,Marc Diakiese,F1,UD,LW,"Orlando, FL",0,0,900,3,0,30,6,0,0,181,83,37,37,9,127,55,21,24,10,0,0,0,0,0,1,1,0,0,0,0.03,0,12.06,5.52,8.46,3.66,0.18,0.42,0,0,0,0
12/3/2022,Darren Elkins,Jonathan Pearce,F2,UD,FW,"Orlando, FL",0,0,900,5,2,48,7,2,213,203,57,47,9,1,276,110,80,18,12,0,0,0,0,0,1,0,0,0,0,0.05,0.24,13.56,3.78,18.42,7.32,0.36,0.48,0,0,0,0
12/3/2022,Natan Levy,Genaro Valdez,F1,UD,LW,"Orlando, FL",0,0,900,10,6,280,0,0,1,137,67,22,25,20,173,49,26,10,13,0,0,0,0,0,1,0,0,0,0,0.31,0,9.12,4.44,11.52,3.24,0.66,0,0,0,0,0
12/3/2022,Marcelo Rojo,Francis Marshall,F2,KO/TKO,FW,"Orlando, FL",0,0,374,0,0,0,3,1,167,65,31,20,4,7,89,23,20,2,1,0,1,0,1,1,0,0,0,0,0,0,0.45,10.44,4.98,14.28,3.66,0,0.48,0,0.66,0,0
11/19/2022,Kennedy Nzechukwu,Ion Cutelaba,F1,KO/TKO,LHW,Apex,0,1,362,1,0,74,8,2,212,42,24,22,2,0,57,9,7,0,2,1,0,0,1,1,0,0,0,0,0,0.2,0.59,6.96,3.96,9.42,1.5,0.18,1.32,1.44,0,0.18,0
11/19/2022,Chase Sherman,Waldo Cortes-Acosta,F2,UD,HW,Apex,0,0,900,2,1,94,0,0,13,187,66,25,16,25,282,147,124,17,6,0,0,0,0,0,1,0,0,0,0,0.1,0.01,12.48,4.38,18.78,9.78,0.12,0,0,0,0,0
11/19/2022,Andre Fialho,Muslim Salikhov,F2,KO/TKO,WW,Apex,0,0,663,0,0,20,3,1,187,80,17,10,4,3,123,56,38,14,4,0,0,0,1,1,0,0,0,0,0,0.03,0.28,7.26,1.56,11.16,5.04,0,0.3,0,0,0,0
11/19/2022,Jack Maddalena,Danny Roberts,F1,KO/TKO,WW,Apex,0,0,204,0,0,34,1,0,15,68,33,23,9,1,33,5,2,1,2,2,0,0,1,1,0,1,0,0,0,0.17,0.07,19.98,9.72,9.72,1.5,0,0.3,1.74,0,0.6,0
11/19/2022,Charles Johnson,Zhalgas Zhumagulov,F1,SD,FLW,Apex,0,0,900,2,0,57,4,1,63,237,115,64,41,10,258,119,36,34,49,0,0,0,0,0,1,0,0,0,0,0.06,0.07,15.78,7.68,17.22,7.92,0.12,0.24,0,0,0,0
11/19/2022,Vince Morales,Miles Johns,F2,UD,BW,Apex,0,0,900,0,0,5,12,1,128,139,39,28,9,2,110,38,28,4,6,0,0,0,0,0,1,0,0,0,0,0.01,0.14,9.24,2.58,7.32,2.52,0,0.78,0,0,0,0
11/19/2022,Ricky Turcios,Kevin Natividad,F1,SD,BW,Apex,0,0,900,5,2,377,13,7,300,224,68,65,1,2,109,41,33,5,3,0,1,0,0,0,1,0,0,0,0,0.42,0.33,14.94,4.56,7.26,2.76,0.36,0.84,0,0.54,0,0
11/19/2022,Brady Hiestand,Fernando Garcia,F1,UD,BW,Apex,0,0,900,8,3,554,2,1,82,82,19,10,4,5,125,21,13,1,7,0,0,0,0,0,1,0,0,0,0,0.62,0.09,5.46,1.26,8.34,1.38,0.54,0.12,0,0,0,0
11/12/2022,Israel Adesanya,Alex Pereira,F2,KO/TKO,MW,"MSG, NY",1,1,1321,4,1,394,1,1,31,209,86,41,21,24,214,91,42,27,22,0,0,0,1,1,0,0,0,0,0,0.3,0.02,9.48,3.9,9.72,4.14,0.18,0.06,0,0,0,0
11/12/2022,Dustin Poirer ,Michael Chandler,F1,RNC,LW,"MSG, NY",0,0,720,0,0,47,7,3,339,105,38,34,2,2,135,43,32,10,1,0,0,1,0,1,0,0,0,0,0,0.07,0.47,8.76,3.18,11.28,3.6,0,0.6,0,0,0,0
11/12/2022,Frankie Edgar,Chris Gutierrez,F2,KO/TKO,BW,"MSG, NY",0,0,121,0,0,0,0,0,1,12,2,0,0,2,20,10,6,0,4,0,1,0,1,1,0,1,0,0,0,0,0.01,5.94,1.02,9.9,4.98,0,0,0,3,0,0.01
11/12/2022,Dan Hooker,Claudio Puelles,F1,KO/TKO,LW,"MSG, NY",0,0,546,0,0,128,8,0,8,73,29,8,13,8,18,5,1,3,1,1,0,0,1,1,0,1,0,0,0,0.23,0.02,8.04,3.18,1.98,0.54,0,0.9,0.84,0,0.12,0
11/12/2022,Brad Riddell,Renato Moicano,F2,RNC,LW,"MSG, NY",0,0,200,1,0,14,1,0,34,25,14,6,6,2,35,10,10,0,0,0,0,1,0,1,0,1,0,0,0,0.07,0.17,7.5,4.2,10.5,3,0.3,0.3,0,0,0,0
11/12/2022,Dominick Reyes,Ryan Spann,F2,KO/TKO,LHW,"MSG, NY",0,0,80,0,0,0,1,0,3,12,5,1,4,0,17,8,7,1,0,0,1,0,1,1,0,1,0,0,0,0,0.04,9,3.78,12.78,6,0,0.78,0,3.54,0,0.01
11/12/2022,Andre Petroski,Wellington Turman,F1,UD,MW,"MSG, NY",0,0,900,11,8,479,3,1,100,119,42,32,9,1,118,41,22,12,7,0,0,0,0,0,1,0,0,0,0,0.53,0.11,7.92,2.82,7.86,2.76,0.72,0.18,0,0,0,0
11/12/2022,Matt Frevola,Ottman Azaitar,F1,KO/TKO,LW,"MSG, NY",0,0,150,0,0,2,0,0,0,28,11,10,1,0,23,10,6,4,0,1,0,0,1,1,0,1,0,0,0,0.01,0,11.22,4.38,9.18,4.02,0,0,2.16,0,0.42,0
11/12/2022,Mike Trizano,Seung-Woo Choi,F1,KO/TKO,FW,"MSG, NY",0,0,291,0,0,14,1,0,12,55,32,28,2,2,74,26,19,3,4,2,1,0,1,1,0,1,0,0,0,0.05,0.04,11.34,6.6,15.24,5.34,0,0.18,2.16,0.84,0.42,0
11/12/2022,Julio Arce,Montel Jackson,F2,UD,BW,"MSG, NY",0,0,900,2,1,6,3,0,355,156,26,13,8,5,127,48,39,5,4,0,1,0,0,0,1,0,0,0,0,0.01,0.39,10.38,1.74,8.46,3.18,0.12,0.18,0,0.48,0,0
11/12/2022,Carlos Ulberg,Nicolae Negumereanu,F1,KO/TKO,LHW,"MSG, NY",0,0,224,0,0,5,0,0,0,23,14,8,2,4,14,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0.02,0,6.18,3.78,3.78,0.54,0,0,2.58,0,0.24,0
11/5/2022,Neil Magny,Daniel Rodriguez,F1,D'Arce Choke,WW,Apex,0,1,813,7,5,248,1,0,76,169,57,38,16,3,113,66,36,15,15,0,0,1,0,1,0,0,0,0,0,0.31,0.09,12.48,4.2,8.34,4.86,0.54,0.06,0,0,0,0
11/5/2022,Derrick Minner,Shayilan Nuerdanbieke,F2,KO/TKO,FW,Apex,0,0,67,0,0,0,0,0,33,5,5,0,2,3,50,19,19,0,0,0,1,0,1,1,0,1,0,0,0,0,0.49,4.5,4.5,44.76,17.04,0,0,0,1.2,0,0.02
