Date,Fighter 1,Fighter 2,Winner,Method of Victory ,Weight Class,Venue,Title Fight,Main Event,Time Elapsed,F1 TDA,F1 TDL,F1 Control Time,F2 TDA,F2 TDL,F2 Control Time,F1 Total Strikes,F1 Sig Strikes,F1 Head Strike,F1 Body Strike,F1 Leg Strike,F2 Total Strikes,F2 Sig Strikes,F2 Head Strike,F2 Body Strike,F2 Leg Strike,F1 KD,F2 KD,Submission,KO/TKO,Finish,Decision,Stand Up,Late Sub,Late KO,Last Second Finish,F1 Control Proportion,F2 Control Proportion,F1 Sig Strike/Min,F2 Strike/Min,F2 Sig Strike/Min,F1 TDA/Min,F2 TDA/Min,F1 Strike/KD,F2 Strike/KD,F1 KD/Min,F2 KD/Min,F2 KD/Sec
11/5/2022,Tagir Ulanbekov,Nate Maness,F1,Guillotine,FLW,Apex,0,0,131,2,1,94,0,0,0,14,4,4,0,0,30,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0.72,0,6.42,1.86,13.74,1.86,0.9,0,0,0,0,0
11/5/2022,Grant Dawson,Mark Madsen,F1,RNC,LW,Apex,0,0,725,6,2,571,0,0,24,96,33,17,5,11,70,15,11,3,1,1,0,1,0,1,0,0,0,0,0,0.79,0.03,7.92,2.76,5.82,1.26,0.48,0,0.6,0,0.06,0
11/5/2022,Mario Bautista,Benito Lopez,F1,Triangle Choke (w/ armbar),BW,Apex,0,0,294,1,1,156,0,0,0,72,44,20,12,12,25,17,6,2,9,0,0,1,0,1,0,0,0,0,0,0.53,0,14.7,9,5.1,3.48,0.18,0,0,0,0,0
11/5/2022,Liudvik Sholinian,Johnny Munoz,F2,UD,BW,Apex,0,0,900,2,0,90,4,2,159,166,56,42,12,1,270,78,55,16,7,0,0,0,0,0,1,0,0,0,0,0.1,0.18,11.04,3.72,18,5.22,0.12,0.24,0,0,0,0
11/5/2022,Carlos Candelario,Josh Hadley,F2,Triangle Choke,FLW,Apex,0,0,459,1,1,99,0,0,0,148,69,31,22,16,188,90,45,24,21,0,0,1,0,1,0,0,0,0,0,0.22,0,19.32,9,24.6,11.76,0.12,0,0,0,0,0
10/29/2022,Calvin Kattar,Arnold Allen,F2,KO/TKO,FW,Apex,0,1,308,0,0,0,0,0,23,58,14,5,6,3,67,28,21,2,5,0,0,0,1,1,0,1,0,0,0,0,0.08,11.28,2.7,13.08,5.46,0,0,0,0,0,0
10/29/2022,Tim Means,Max Griffin ,F2,SD,WW,Apex,0,0,900,5,3,87,6,3,313,215,47,18,18,11,96,42,25,9,8,0,1,0,0,0,1,0,0,0,0,0.1,0.35,14.34,3.12,6.42,2.82,0.36,0.42,0,0.6,0,0
10/29/2022,Waldo Cortes-Acosta,Jared Vanderaa,F1,UD,HW,Apex,0,0,900,0,0,3,1,0,13,158,73,41,26,6,143,56,12,5,39,0,0,0,0,0,1,1,0,0,0,0,0.01,10.56,4.86,9.54,3.72,0,0.06,0,0,0,0
10/29/2022,Josh Fremd ,Tresean Gore,F2,Guillotine,MW,Apex,0,0,349,1,0,39,4,3,166,57,24,8,11,5,25,10,7,1,2,0,0,1,0,1,0,0,0,0,0,0.11,0.48,9.78,4.14,4.32,1.74,0.18,0.66,0,0,0,0
10/29/2022,Dustin Jacoby,Khalil Rountree,F2,SD,LHW,Apex,0,0,900,3,0,5,0,0,0,257,120,69,27,24,241,85,49,18,18,0,0,0,0,0,1,1,0,0,0,0.01,0,17.16,7.98,16.08,5.64,0.18,0,0,0,0,0
10/29/2022,Phil Hawes,Roman Dolidze ,F2,Leg Lock,MW,Apex,0,0,249,1,1,46,0,0,2,31,11,5,5,1,57,18,15,2,1,0,1,1,0,1,0,0,0,0,0,0.19,0.01,7.44,2.64,13.74,4.32,0.24,0,0,1.08,0,0
10/29/2022,Andre Arlovski,Marcos de Lima,F2,RNC,HW,Apex,0,0,110,0,0,0,0,0,90,6,2,1,0,1,33,6,3,1,2,0,1,1,0,1,0,1,0,0,0,0,0.82,3.3,1.08,18,3.3,0,0,0,1.8,0,0.01
10/29/2022,Joseph Holmes,Jun-Yong Park,F2,RNC,MW,Apex,0,0,484,0,0,39,4,2,277,42,20,8,5,7,76,18,13,0,5,0,0,1,0,1,0,0,0,0,0,0.08,0.57,5.22,2.46,9.42,2.22,0,0.48,0,0,0,0
10/29/2022,Chase Hooper,Steve Garcia,F2,KO/TKO,FW,Apex,0,0,92,1,0,0,0,0,17,32,10,7,2,1,46,29,19,7,3,0,3,0,1,1,0,1,0,0,0,0,0.19,20.88,6.54,30,18.9,0.66,0,0,3.9,0,0.03
10/29/2022,Cody Durden,Carlos Mota,F1,UD,FLW,Apex,0,0,900,8,4,752,0,0,11,95,17,13,3,1,62,12,6,5,1,0,0,0,0,0,1,0,0,0,0,0.84,0.01,6.36,1.14,4.14,0.78,0.54,0,0,0,0,0
10/29/2022,Christian Rodriguez,Joshua Weems,F1,Anaconda Choke,BW,Apex,0,0,247,2,0,56,3,2,63,30,9,8,0,1,32,18,9,6,3,0,0,1,0,1,0,0,0,0,0,0.23,0.26,7.26,2.16,7.8,4.38,0.48,0.72,0,0,0,0
10/22/2022,Charles Oliveira,Islam Makhachev,F2,Arm Triangle,LW,Abu Dhabi,1,1,496,1,0,42,3,2,305,46,19,7,12,0,86,30,25,5,0,0,1,1,0,1,0,0,0,0,0,0.09,0.62,5.58,2.28,10.38,3.6,0.12,0.36,0,0.72,0,0
10/22/2022,Aljamain Sterling,TJ Dillashaw ,F1,KO/TKO,BW,Abu Dhabi,1,0,524,8,5,426,0,0,0,181,72,56,13,3,31,8,3,2,3,0,0,0,1,1,0,0,0,0,0,0.81,0,20.7,8.22,3.54,0.9,0.9,0,0,0,0,0
10/22/2022,Petr Yan,Sean O'Malley,F2,SD,BW,Abu Dhabi,0,0,900,13,6,344,1,0,2,139,58,24,13,21,171,84,63,6,15,0,0,0,0,0,1,0,0,0,0,0.38,0,9.24,3.84,11.4,5.58,0.84,0.06,0,0,0,0
10/22/2022,Beniel Dariush,Mateusz Gamrot,F1,UD,LW,Abu Dhabi,0,0,900,0,0,23,19,4,127,138,59,35,15,9,86,33,22,9,2,1,0,0,0,0,1,0,0,0,0,0.03,0.14,9.18,3.96,5.76,2.22,0,1.26,0.42,0,0.06,0
10/22/2022,Belal Muhammad,Sean Brady,F1,KO/TKO,WW,Abu Dhabi,0,0,587,0,0,0,5,0,0,209,80,64,11,5,118,58,40,4,14,0,0,0,1,1,0,1,0,0,0,0,0,21.36,8.16,12.06,5.94,0,0.54,0,0,0,0
10/22/2022,Makhmud Muradov,Caio Borralho,F2,UD,MW,Abu Dhabi,0,0,900,2,2,284,2,1,332,103,14,10,3,1,77,19,13,1,5,0,0,0,0,0,1,0,0,0,0,0.32,0.37,6.84,0.96,5.16,1.26,0.12,0.12,0,0,0,0
10/22/2022,Volkan Oezdemir,Nikita Krylov,F1,UD,LHW,Abu Dhabi,0,0,900,1,1,47,20,7,557,157,42,35,3,4,251,57,42,12,3,0,0,0,0,0,1,0,0,0,0,0.05,0.62,10.44,2.82,16.74,3.78,0.06,1.32,0,0,0,0
10/22/2022,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,F1,UD,WW,Abu Dhabi,0,0,900,4,1,475,7,1,68,104,40,29,5,6,142,38,22,13,3,0,0,0,0,0,1,0,0,0,0,0.53,0.08,6.96,2.64,9.48,2.52,0.24,0.48,0,0,0,0
10/22/2022,Armen Petrosyan,AJ Dobson,F1,UD,MW,Abu Dhabi,0,0,900,1,0,0,3,3,49,246,118,31,35,52,168,58,38,9,11,0,0,0,0,0,1,0,0,0,0,0,0.05,16.38,7.86,11.22,3.84,0.06,0.18,0,0,0,0
10/22/2022,Muhammad Mokaev,Malcom Gordon,F1,Armbar,FLW,Abu Dhabi,0,0,866,7,6,618,1,1,169,130,21,13,8,0,62,17,15,2,0,0,0,1,0,1,0,0,1,0,1,0.71,0.2,9,1.44,4.32,1.2,0.48,0.06,0,0,0,0
10/15/2022,Cub Swanson,Jonathan Martinez,F2,KO/TKO,BW,Apex,0,0,559,1,1,20,1,0,210,88,51,10,9,32,106,62,40,15,7,0,2,0,1,1,0,0,0,0,0,0.04,0.38,9.42,5.46,11.4,6.66,0.12,0.12,0,1.14,0,0
10/15/2022,Jordan Wright,Dusko Todorovic,F2,KO/TKO,MW,Apex,0,0,492,5,3,303,4,0,71,83,25,20,5,0,132,61,49,12,0,0,0,0,1,1,0,0,0,0,0,0.62,0.14,10.14,3.06,16.08,7.44,0.6,0.48,0,0,0,0
10/15/2022,Raphael Assuncao ,Victor Henry,F1,UD,BW,Apex,0,0,900,5,2,269,1,0,3,110,60,40,8,12,134,55,23,22,10,0,0,0,0,0,1,0,0,0,0,0.3,0,7.32,4.02,8.94,3.66,0.36,0.06,0,0,0,0
10/15/2022,Misha Cirkunov,Alonzo Menifield,F2,KO/TKO,LHW,Apex,0,0,88,4,0,0,0,0,3,9,5,2,2,1,17,8,6,2,0,0,1,0,1,1,0,1,0,0,0,0,0.03,6.12,3.42,11.58,5.46,2.7,0,0,3.54,0,0.01
10/15/2022,Mana Martinez,Brandon Davis,F1,SD,BW,Apex,0,0,900,4,1,45,3,1,91,162,87,45,25,17,189,76,43,16,17,2,0,0,0,0,1,0,0,0,0,0.05,0.1,10.8,5.82,12.6,5.04,0.24,0.18,0.72,0,0.12,0
10/15/2022,Nick Maximov,Jacob Malkoun,F2,UD,MW,Apex,0,0,900,0,0,4,13,9,457,124,34,29,4,1,214,83,78,4,1,0,0,0,0,0,1,0,0,0,0,0,0.51,8.28,2.28,14.28,5.52,0,0.84,0,0,0,0
10/15/2022,Joanderson Brito,Lucas Alexander,F1,RNC,FW,Apex,0,0,122,2,2,85,0,0,0,11,4,2,0,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.7,0,5.4,1.98,0.96,0.48,0.96,0,0,0,0,0
10/15/2022,Tatsuro Taira,CJ Vegara,F1,Armbar,FLW,Apex,0,0,559,8,3,379,0,0,36,46,22,14,5,3,40,19,13,5,1,0,0,1,0,1,0,0,0,0,0,0.68,0.06,4.92,2.34,4.32,2.04,0.84,0,0,0,0,0
10/15/2022,Mike Jackson,Pete Rodriguez,F2,KO/TKO,WW,Apex,0,0,93,1,0,0,0,0,15,16,10,8,2,0,39,22,12,8,2,0,1,0,1,1,0,1,0,0,0,0,0.16,10.32,6.48,25.14,14.22,0.66,0,0,1.56,0,0.01
10/1/2022,Randy Brown,Francisco Trinaldo,F1,UD,WW,Apex,0,0,900,1,0,38,4,1,321,148,60,30,10,20,111,40,20,9,11,1,0,0,0,0,1,0,0,0,0,0.04,0.36,9.84,4.02,7.38,2.64,0.06,0.24,0.42,0,0.06,0
10/1/2022,Raoni Barcelos,Trevin Jones,F1,UD,BW,Apex,0,0,900,5,2,427,2,0,0,171,73,51,19,3,61,11,5,3,3,1,0,0,0,0,1,0,0,0,0,0.47,0,11.4,4.86,4.08,0.72,0.36,0.12,0.36,0,0.06,0
10/1/2022,Sodiq Yusuff,Don Shainis,F1,Guillotine,FW,Apex,0,0,30,0,0,2,1,0,11,9,9,1,8,0,9,3,0,3,0,0,0,1,0,1,0,1,0,0,0,0.07,0.37,18,18,18,6,0,1.98,0,0,0,0
10/1/2022,Mike Davis,Viacheslav Borshchev,F1,UD,LW,Apex,0,0,900,11,9,482,0,0,14,174,65,53,5,7,139,63,29,10,24,0,0,0,0,0,1,0,0,0,0,0.54,0.02,11.58,4.32,9.24,4.2,0.72,0,0,0,0,0
10/1/2022,John Castaneda,Daniel Santos,F2,KO/TKO,BW,Apex,0,0,568,6,3,124,4,2,52,118,57,45,8,4,137,69,52,14,3,1,1,0,1,1,0,0,0,0,0,0.22,0.09,12.48,6,14.46,7.26,0.66,0.42,0.48,0.42,0.12,0
10/1/2022,Ilir Latifi,Aleksei  Oleinik,F1,UD,HW,Apex,0,0,900,6,3,509,0,0,2,88,38,32,6,0,113,28,9,7,12,0,0,0,0,0,1,0,0,0,0,0.57,0,5.88,2.52,7.56,1.86,0.42,0,0,0,0,0
10/1/2022,Joaquim Silva,Jesse Ronson,F1,KO/TKO,LW,Apex,0,0,488,0,0,11,1,0,0,96,45,26,12,7,83,39,22,11,6,1,0,0,1,1,0,1,0,0,0,0.02,0,11.82,5.52,10.2,4.8,0,0.12,0.6,0,0.12,0
10/1/2022,Krzysztof Jotko,Brendan Allen,F2,RNC,MW,Apex,0,0,257,0,0,93,1,1,144,26,3,3,0,0,16,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0.36,0.56,6.06,0.72,3.72,0.72,0,0.24,0,0,0,0
10/1/2022,Guido Cannetti,Randy Costa ,F1,RNC,BW,Apex,0,0,64,1,1,9,0,0,0,13,8,1,3,4,7,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0.14,0,12.18,7.5,6.54,1.86,0.96,0,0,0,0,0
9/17/2022,Cory Sandhagen,Song Yadong ,F1,TKO(dr),BW,Apex,0,1,1200,14,1,227,2,2,99,259,94,62,17,15,224,54,36,13,5,0,0,0,1,1,0,0,0,0,0,0.19,0.08,12.96,4.68,11.22,2.7,0.72,0.12,0,0,0,0
9/17/2022,Chidi Njokuani,Gregory Rodrigues,F2,KO/TKO,MW,Apex,0,0,387,0,0,100,3,1,74,68,44,13,28,3,102,48,34,13,1,0,1,0,1,1,0,0,0,0,0,0.26,0.19,10.56,6.84,15.84,7.44,0,0.48,0,0.6,0,0
9/17/2022,Andre Fili,Bill Algeo,F1,SD,FW,Apex,0,0,900,3,1,258,3,0,7,151,59,48,6,5,246,81,38,17,26,0,0,0,0,0,1,0,0,0,0,0.29,0.01,10.08,3.96,16.38,5.4,0.18,0.18,0,0,0,0
9/17/2022,Joe Pyfer,Alen Amedovski,F1,KO/TKO,MW,Apex,0,0,235,0,0,3,0,0,0,45,14,12,1,1,30,11,4,2,5,1,0,0,1,1,0,1,0,0,0,0.01,0,11.46,3.6,7.68,2.82,0,0,1.32,0,0.24,0
9/17/2022,Tanner Boser,Rordrigo Nascimento,F2,SD,HW,Apex,0,0,900,0,0,58,7,3,481,220,62,40,13,9,149,36,32,4,0,0,0,0,0,0,1,0,0,0,0,0.06,0.53,14.64,4.14,9.96,2.4,0,0.48,0,0,0,0
9/17/2022,Anthony Hernandez,Marc Barriault,F1,Arm Triangle,MW,Apex,0,0,713,14,8,525,0,0,25,84,39,31,8,0,62,25,16,9,0,0,0,1,0,1,0,0,0,0,0,0.74,0.04,7.08,3.3,5.22,2.1,1.2,0,0,0,0,0
9/17/2022,Damon Jackson,Pat Sabatini,F1,KO/TKO,FW,Apex,0,0,69,1,1,32,1,0,0,27,11,11,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.46,0,23.46,9.54,2.58,0.84,0.84,0.84,0,0,0,0
9/17/2022,Trevin Giles,Louis Cosce,F1,UD,WW,Apex,0,0,900,5,2,129,1,1,216,66,25,10,2,13,49,10,5,3,2,0,0,0,0,0,1,0,0,0,0,0.14,0.24,4.38,1.68,3.24,0.66,0.36,0.06,0,0,0,0
9/17/2022,Trey Ogden,Daniel Zellhuber,F1,UD,LW,Apex,0,0,900,9,1,38,0,0,0,169,71,22,7,42,178,52,19,21,12,0,0,0,0,0,1,0,0,0,0,0.04,0,11.28,4.74,11.88,3.48,0.6,0,0,0,0,0
9/17/2022,Tony Gravely,Javid Basharat,F2,UD,BW,Apex,0,0,900,13,2,103,4,2,193,119,33,17,2,14,177,80,50,24,6,0,0,0,0,0,1,0,0,0,0,0.11,0.21,7.92,2.22,11.82,5.34,0.84,0.24,0,0,0,0
9/17/2022,Nikolas Motta,Cameron VanCamp,F1,KO/TKO,LW,Apex,0,0,229,0,0,5,0,0,0,45,24,22,1,1,40,15,7,4,4,1,0,0,1,1,0,1,0,0,0,0.02,0,11.82,6.3,10.5,3.96,0,0,1.32,0,0.24,0
9/10/2022,Nick Diaz,Tony Ferguson,F1,Guillotine,WW,Apex,0,1,1072,0,0,0,3,1,8,217,101,71,21,9,172,80,23,23,34,0,0,1,0,1,0,0,0,0,0,0,0.01,12.12,5.64,9.6,4.5,0,0.18,0,0,0,0
9/10/2022,Khamzat Chimaev,Kevin Holland,F1,D'Arce Choke,WW,Apex,0,0,133,5,2,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.87,0,0.9,0,0,0,2.28,0,0,#DIV/0!,0,0
9/10/2022,Li Jingliang,Daniel Rodriguez,F2,SD,WW,Apex,0,0,900,1,1,2,0,0,0,175,78,25,23,30,186,88,54,17,17,0,0,0,0,0,1,0,0,0,0,0,0,11.64,5.22,12.42,5.88,0.06,0,0,0,0,0
9/10/2022,Johnny Walker,Ion Cutelaba,F1,RNC,LHW,Apex,0,0,217,1,1,130,1,1,122,21,3,3,0,0,23,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0.6,0.56,5.82,0.84,6.36,0.84,0.3,0.3,0,0,0,0
9/10/2022,Hakeem Dawodu,Julian Erosa,F2,UD,FW,Apex,0,0,900,0,0,12,6,2,262,163,74,43,18,13,257,92,60,28,4,0,0,0,0,0,1,0,0,0,0,0.01,0.29,10.86,4.92,17.16,6.12,0,0.42,0,0,0,0
9/10/2022,Jailton Almeida,Anton Turkalj,F1,RNC,LHW,Apex,0,0,267,3,3,254,0,0,0,31,17,17,0,0,19,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.95,0,6.96,3.84,4.26,0.24,0.66,0,0,0,0,0
9/10/2022,Denis Tiuliulin,Jamie Pickett,F1,KO/TKO,MW,Apex,0,0,592,1,0,59,5,0,35,178,73,53,19,1,114,60,44,13,3,2,0,0,1,1,0,1,0,0,0,0.1,0.06,18.06,7.38,11.58,6.06,0.12,0.48,0.66,0,0.18,0
9/10/2022,Jake Collier,Chris Barnett,F2,KO/TKO,HW,Apex,0,0,444,2,1,86,0,0,67,107,51,40,10,1,132,54,48,1,5,1,0,0,1,1,0,0,0,0,0,0.19,0.15,14.46,6.9,17.82,7.32,0.3,0,0.54,0,0.12,0
9/10/2022,Chad Anheliger,Alatengheili,F2,UD,BW,Apex,0,0,900,0,0,0,2,2,83,163,39,25,8,6,148,49,30,6,13,0,0,0,0,0,1,0,0,0,0,0,0.09,10.86,2.58,9.84,3.24,0,0.12,0,0,0,0
9/10/2022,Darian Weeks,Yohann Lainesse,F2,SD,WW,Apex,0,0,900,9,1,109,2,0,17,113,44,14,10,20,67,23,10,5,8,0,0,0,0,0,1,0,0,0,0,0.12,0.02,7.56,2.94,4.44,1.56,0.6,0.12,0,0,0,0
9/3/2022,Ciryl Gane,Tai Tuivasa,F1,KO/TKO,HW,Paris,1,1,863,1,0,1,0,0,4,168,110,64,30,16,29,29,17,4,8,1,1,0,1,1,0,1,0,0,0,0,0.01,11.7,7.62,2.04,2.04,0.06,0,0.36,2.04,0.06,0
9/3/2022,Robert Whittaker,Marvin Vettori,F1,UD,MW,Paris,0,0,900,1,1,12,1,0,28,166,74,49,6,19,121,33,15,7,11,0,0,0,0,0,1,0,0,0,0,0.01,0.03,11.04,4.92,8.04,2.22,0.06,0.06,0,0,0,0
9/3/2022,Nassourdine Imavov,Joaquin Buckley,F1,UD,MW,Paris,0,0,900,7,2,236,3,0,29,142,51,40,9,2,183,46,27,8,11,0,0,0,0,0,1,0,0,0,0,0.26,0.03,9.48,3.42,12.18,3.06,0.48,0.18,0,0,0,0
9/3/2022,Alessio Di Chirico,Roman Kopylov,F2,KO/TKO,MW,Paris,0,0,669,4,0,62,0,0,1,131,39,29,6,4,129,59,37,12,10,0,1,0,1,1,0,1,0,0,0,0.09,0,11.76,3.48,11.58,5.28,0.36,0,0,0.48,0,0
9/3/2022,William Gomis,Jarno Errens,F1,UD,FW,Paris,0,0,900,5,3,484,2,0,14,121,32,14,10,8,64,20,10,8,2,0,0,0,0,0,1,0,0,0,0,0.54,0.02,8.04,2.16,4.26,1.32,0.36,0.12,0,0,0,0
9/3/2022,Charles Jourdain,Nathaniel Wood,F2,UD,FW,Paris,0,0,900,2,1,24,8,5,270,232,86,56,29,1,234,97,61,14,22,0,0,0,0,0,1,0,0,0,0,0.03,0.3,15.48,5.76,15.6,6.48,0.12,0.54,0,0,0,0
9/3/2022,Abus Magomedov,Dustin Stoltzfus,F1,KO/TKO,MW,Paris,0,0,19,0,0,2,0,0,0,7,7,6,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.11,0,22.08,22.08,0,0,0,0,8.58,#DIV/0!,3.18,0
9/3/2022,John Makdessi,Nasrat Haqparast,F2,UD,LW,Paris,0,0,900,0,0,0,3,2,35,196,73,26,18,29,181,64,41,19,4,0,1,0,0,0,1,0,0,0,0,0,0.04,13.08,4.86,12.06,4.26,0,0.18,0,0.36,0,0
9/3/2022,Fares Ziam,Michal Figlak,F1,UD,LW,Paris,0,0,900,7,3,408,5,1,95,162,60,34,13,13,126,28,13,9,6,0,0,0,0,0,1,0,0,0,0,0.45,0.11,10.8,4.02,8.4,1.86,0.48,0.36,0,0,0,0
9/3/2022,Benoit Saint Denis,Gabriel Miranda,F1,KO/TKO,LW,Paris,0,0,316,1,1,197,3,1,20,110,42,35,5,2,53,20,13,7,0,3,0,0,1,1,0,0,0,0,0,0.62,0.06,20.88,7.98,10.08,3.78,0.18,0.54,1.62,0,0.54,0
9/3/2022,Khalid Taha,Cristian Quinonez,F2,KO/TKO,BW,Paris,0,0,195,0,0,0,0,0,2,27,6,5,1,0,47,19,17,0,2,0,0,0,1,1,0,1,0,0,0,0,0.01,8.28,1.86,14.46,5.82,0,0,0,0,0,0
8/20/2022,Kamaru Usman,Leon Edwards,F2,KO/TKO,WW,Salt Lake,1,1,1444,12,5,636,5,1,175,247,83,61,17,5,85,55,20,22,13,0,1,0,1,1,0,0,0,0,0,0.44,0.12,10.26,3.42,3.54,2.28,0.48,0.18,0,0.72,0,0
8/20/2022,Paulo Costa,Luke Rockhold,F1,UD,MW,Salt Lake,0,0,900,2,2,328,4,1,47,137,73,37,33,3,78,51,23,23,5,0,0,0,0,0,1,0,0,0,0,0.36,0.05,9.12,4.86,5.22,3.42,0.12,0.24,0,0,0,0
8/20/2022,Jose Aldo ,Merab Dvalishvili,F2,UD,BW,Salt Lake,0,0,900,16,0,306,0,0,0,92,38,11,21,6,230,57,20,10,27,0,0,0,0,0,1,1,0,0,0,0.34,0,6.12,2.52,15.36,3.78,1.08,0,0,0,0,0
8/20/2022,Tyson Pedro,Harry Hunsucker,F1,KO/TKO,LHW,Salt Lake,0,0,65,0,0,4,0,0,0,11,6,5,1,0,4,2,0,0,2,1,0,0,1,1,0,1,0,0,0,0.06,0,10.14,5.52,3.72,1.86,0,0,5.46,0,0.9,0
8/20/2022,Marcin Tybura,Alexander Romanov,F1,MD,HW,Salt Lake,0,0,900,0,0,108,6,2,302,135,47,30,10,7,160,40,24,7,9,0,0,0,0,0,1,0,0,0,0,0.12,0.34,9,3.12,10.68,2.64,0,0.42,0,0,0,0
8/20/2022,Leonardo Santos,Jared Gordon,F2,UD,LW,Salt Lake,0,0,900,3,0,54,0,0,235,86,36,21,11,4,265,116,67,41,8,0,0,0,0,0,1,1,0,0,0,0.06,0.26,5.76,2.4,17.64,7.74,0.18,0,0,0,0,0
8/20/2022,Sean Woodson,Luis Saldana,DRAW,Draw,FW,Salt Lake,0,0,900,0,0,22,7,1,200,170,73,53,17,3,181,91,46,14,31,0,1,0,0,0,0,0,0,0,0,0.02,0.22,11.34,4.86,12.06,6.06,0,0.48,0,0.36,0,0
8/20/2022,AJ Fletcher,Ange Loosa,F2,UD,WW,Salt Lake,0,0,900,4,0,36,4,2,326,201,87,74,9,4,354,129,88,27,14,0,0,0,0,0,1,0,0,0,0,0.04,0.36,13.38,5.82,23.58,8.58,0.24,0.24,0,0,0,0
8/20/2022,Amir Albazi,Francisco Figueiredo,F1,RNC,FLW,Salt Lake,0,0,274,4,2,156,0,0,0,29,12,10,1,1,18,11,2,4,5,0,0,1,0,1,0,0,0,0,0,0.57,0,6.36,2.64,3.96,2.4,0.9,0,0,0,0,0
8/20/2022,Aoriqileng,Jay Perrin,F1,UD,BW,Salt Lake,0,0,900,3,0,2,7,3,359,163,72,51,14,7,188,88,63,20,5,0,0,0,0,0,1,0,0,0,0,0,0.4,10.86,4.8,12.54,5.88,0.18,0.48,0,0,0,0
8/20/2022,Daniel Lacerda,Victor Altamirano,F2,KO/TKO,FLW,Salt Lake,0,0,219,0,0,3,0,0,115,51,22,14,3,5,123,58,48,9,1,1,1,0,1,1,0,1,0,0,0,0.01,0.53,13.98,6,33.72,15.9,0,0,1.2,0.48,0.3,0.01
8/13/2022,Marlon Vera,Dominick Cruz,F1,KO/TKO,BW,San Diego,0,1,1037,0,0,10,7,2,65,160,61,35,13,13,259,92,54,16,22,3,0,0,1,1,0,0,0,0,0,0.01,0.06,9.24,3.54,15,5.34,0,0.42,1.14,0,0.18,0
8/13/2022,Nate Landwehr,David Onama,F1,MD,FW,San Diego,0,0,900,4,3,305,6,1,73,253,91,73,10,8,186,71,62,8,1,0,1,0,0,0,1,0,0,0,0,0.34,0.08,16.86,6.06,12.42,4.74,0.24,0.42,0,0.3,0,0
8/13/2022,Devin Clark,Azamat Murzakanov,F2,KO/TKO,LHW,San Diego,0,0,678,0,0,26,1,0,220,83,14,4,3,7,127,79,41,31,7,0,1,0,1,1,0,1,0,0,0,0.04,0.32,7.32,1.26,11.22,7.02,0,0.06,0,0.48,0,0
8/13/2022,Bruno Silva,Gerald Meerschaert,F2,Guillotine,MW,San Diego,0,0,699,0,0,1,6,1,132,93,29,17,6,6,136,46,28,9,9,0,1,1,0,1,0,0,0,0,0,0,0.19,7.98,2.46,11.7,3.96,0,0.54,0,0.42,0,0
8/13/2022,Martin Buday,Lukasz Brzeski,F1,SD,HW,San Diego,0,0,900,0,0,6,0,0,0,188,66,50,3,13,280,118,49,51,18,0,0,0,0,0,1,1,0,0,0,0.01,0,12.54,4.38,18.66,7.86,0,0,0,0,0,0
8/13/2022,Gabriel Benitez,Charlie Ontiveros,F1,KO/TKO,LW,San Diego,0,0,213,2,1,84,0,0,0,74,37,26,6,5,55,22,17,4,1,0,0,0,1,1,0,0,0,0,0,0.39,0,20.82,10.44,15.48,6.18,0.54,0,0,0,0,0
8/13/2022,Ode Osbourne,Tyson Nam,F2,KO/TKO,FLW,San Diego,0,0,179,0,0,0,0,0,3,41,15,7,7,1,25,13,7,3,3,0,1,0,1,1,0,1,0,0,0,0,0.02,13.74,5.04,8.4,4.38,0,0,0,2.4,0,0.01
8/13/2022,Jason Witt,Josh Quinlan,F2,KO/TKO,WW,San Diego,0,0,129,2,1,27,0,0,0,13,1,0,1,0,12,3,2,0,1,0,1,0,1,1,0,0,0,0,0,0.21,0,6.06,0.48,5.58,1.38,0.96,0,0,4.98,0,0.01
8/13/2022,Youssef Zalal,Damon Blackshear,DRAW,DRAW,BW,San Diego,0,0,900,1,1,292,5,1,231,179,63,43,13,7,91,27,10,6,11,0,0,0,0,0,0,0,0,0,0,0.32,0.26,11.94,4.2,6.06,1.8,0.06,0.36,0,0,0,0
8/6/2022,Thiago Santos,Jamahal Hill,F2,KO/TKO,LHW,Apex,0,1,1051,20,6,354,0,0,86,98,53,28,13,12,194,89,68,12,9,0,0,0,1,1,0,0,0,0,0,0.34,0.08,5.58,3,11.1,5.1,1.14,0,0,0,0,0
8/6/2022,Vicente Luque,Geoff Neal,F2,KO/TKO,WW,Apex,0,0,61,0,0,0,3,1,47,203,97,56,26,15,215,121,113,5,3,0,2,0,1,1,0,0,0,0,0,0,0.77,199.68,95.4,211.5,119.04,0,2.94,0,0.54,0,0.03
