Date,Fighter 1,Fighter 2,Winner,Weight Class,Venue,Title Fight,Main Event,F1 Lay Pray,F2 Lay Pray,Winner LP,F1 Failed LP,F2 Failed LP,Decision,Stinker,F1 Frozen,F2 Frozen,Potential Robbery,Stand Up,F1 Active,F2 Active,Comeback Win,BangFest,F1 Head Hunter,F2 Head Hunter,F1 Leg Kicker,F2 Leg Kicker,Paul Craig,Massacre,F1 Beatdown,F2 Beatdown,Time Elapsed,F1 TDA,F1 TDL,F1 Control Time,F2 TDA,F2 TDL,F2 Control Time,F1 Total Strikes,F1 Sig Strikes,F1 Head Strike,F1 Body Strike,F1 Leg Strike,F2 Total Strikes,F2 Sig Strikes,F2 Head Strike,F2 Body Strike,F2 Leg Strike,F1 KD,F2 KD,F1 Strike Acc%,F1 TD Acc%,F1 HS%,F1 BS%,F1 LS%,F1 Strike/Sec,F1 Sig Strike/Sec,F2 Strike Acc%,F2 TD Acc%,F2 HS%,F2 BS%,F2 LS%,F2 Strike/Sec,F2 Sig Strike/Sec,F1 Strike Diff,F1 Sig Strike Diff,F2 Strike Diff,F2 Sig Strike Diff,Submission,KO,Method of Victory ,Gender
2/25/1934,Ode Osbourne,Charles Johnson,F1,FYW,Apex,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,900,10,3,173,5,1,78,157,48,17,10,21,147,60,28,10,22,0,0,0.306,0.3,0.354,0.208,0.438,0.105,0.032,0.408,0.2,0.219,0.078,0.172,0.098,0.04,10,-12,-10,12,0,0,SD,M
2/25/1934,Joe Solecki ,Carl Deaton,F1,LW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,595,3,2,531,0,0,0,67,2,1,0,1,29,1,1,0,0,0,0,0.03,0.667,0.5,0,0.5,0.045,0.001,0.034,No Takedown Attempted,0.008,0,0,0.019,0.001,38,1,-38,-1,1,0,RNC,M
2/25/1934,Rafael Alves,Nurullo Aliev,F1,LW,Apex,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,900,0,0,78,4,3,651,36,6,2,2,2,140,19,19,0,0,0,0,0.167,No Takedown Attempted,0.333,0.333,0.333,0.024,0.004,0.136,0.75,0.148,0,0,0.093,0.013,-104,-13,104,13,0,0,MD,M
2/18/2023,Jordan Wright ,Zach Pauga ,F2,LHW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,900,1,0,13,6,0,520,261,29,15,13,1,114,59,31,21,7,0,0,0.111,0,0.517,0.448,0.034,0.174,0.019,0.518,0,0.242,0.164,0.055,0.076,0.039,147,-30,-147,30,0,0,UD,M
2/18/2023,Josh Parisian,Jamal Pogues,F2,HW,Apex,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,900,2,1,72,11,5,349,137,37,19,14,4,79,33,29,3,1,0,0,0.27,0.5,0.514,0.378,0.108,0.091,0.025,0.418,0.455,0.227,0.023,0.008,0.053,0.022,58,4,-58,-4,0,0,UD,M
2/18/2023,William Knight,Marcin Prachnio,F2,LHW,Apex,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,900,3,0,0,0,0,0,33,8,0,2,6,144,79,9,7,63,0,0,0.242,0,0,0.25,0.75,0.022,0.005,0.549,No Takedown Attempted,0.07,0.055,0.492,0.096,0.053,-111,-71,111,71,0,0,UD,M
2/18/2023,Jim Miller,Alexander Hernandez,F2,LW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,900,1,0,40,1,0,23,186,67,32,16,19,238,108,62,39,7,0,0,0.36,0,0.478,0.239,0.284,0.124,0.045,0.454,0,0.484,0.305,0.055,0.159,0.072,-52,-41,52,41,0,0,UD,M
2/18/2023,Nazim Sadykhov,Evan Elder,F1,LW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,638,1,1,19,6,1,93,141,64,38,19,7,158,70,25,36,9,0,1,0.454,1,0.594,0.297,0.109,0.094,0.043,0.443,0.167,0.195,0.281,0.07,0.105,0.047,-17,-6,17,6,1,0,TKO(Doc),M
2/18/2023,Jamall Emmers,Khusein Askhabov ,F1,FW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,3,1,285,6,0,58,170,62,27,18,17,127,30,15,7,8,0,0,0.365,0.333,0.435,0.29,0.274,0.113,0.041,0.236,0,0.117,0.055,0.063,0.085,0.02,43,32,-43,-32,0,0,UD,M
2/18/2023,Ovince St. Preux,Philipe Lins,F2,LHW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,49,0,0,0,0,0,2,3,1,0,0,1,44,18,17,1,0,0,1,0.333,No Takedown Attempted,0,0,1,0.002,0.001,0.409,No Takedown Attempted,0.133,0.008,0,0.029,0.012,-41,-17,41,17,0,1,KO/TKO,M
2/18/2023,AJ Fletcher,Themba Gorimbo,F1,WW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,397,0,0,201,2,2,120,35,7,6,0,1,26,6,2,3,1,0,0,0.2,No Takedown Attempted,0.857,0,0.143,0.023,0.005,0.231,1,0.016,0.023,0.008,0.017,0.004,9,1,-9,-1,1,0,Guillotine,M
2/18/2023,Clayton Carpenter ,Juancamilo Ronderos ,F1,FYW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,193,0,0,79,1,1,82,5,3,2,1,0,56,1,0,0,1,0,0,0.6,No Takedown Attempted,0.667,0.333,0,0.003,0.002,0.018,1,0,0,0.008,0.037,0.001,-51,2,51,-2,1,0,RNC,M
2/12/2023,Islam Makhachev,Alexander Volkanovski,F1,LW,"Perth, AUS",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1500,9,4,457,4,0,175,135,57,36,18,3,255,70,37,21,12,0,1,0.422,0.444,0.632,0.316,0.053,0.09,0.038,0.275,0,0.289,0.164,0.094,0.17,0.047,-120,-13,120,13,0,0,UD,M
2/12/2023,Yair Rodriguez,Josh Emmet,F1,FW,"Perth, AUS",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,559,0,0,0,4,1,181,143,62,36,18,8,72,22,17,4,1,0,0,0.434,No Takedown Attempted,0.581,0.29,0.129,0.095,0.041,0.306,0.25,0.133,0.031,0.008,0.048,0.015,71,40,-71,-40,1,0,Triangle Choke,M
2/12/2023,Jack Maddalena,Randy Brown,F1,WW,"Perth, AUS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,133,0,0,15,0,0,0,35,14,9,1,4,39,11,6,2,3,1,0,0.4,No Takedown Attempted,0.643,0.071,0.286,0.023,0.009,0.282,No Takedown Attempted,0.047,0.016,0.023,0.026,0.007,-4,3,4,-3,1,0,RNC,M
2/12/2023,Justin Tafa,Parker Porter,F1,HW,"Perth, AUS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,66,0,0,0,0,0,0,16,8,6,2,0,16,7,5,0,2,1,0,0.5,No Takedown Attempted,0.75,0.25,0,0.011,0.005,0.438,No Takedown Attempted,0.039,0,0.016,0.011,0.005,0,1,0,-1,0,1,KO/TKO,M
2/12/2023,Jimmy Crute,Alonzo Menifield,DRAW,LHW,"Perth, AUS",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,900,12,6,475,0,0,235,103,31,27,2,2,127,56,53,1,2,0,2,0.301,0.5,0.871,0.065,0.065,0.069,0.021,0.441,No Takedown Attempted,0.414,0.008,0.016,0.085,0.037,-24,-25,24,25,0,0,Draw,M
2/12/2023,Tyson Pedro,Modestas Bukauskas,F2,LHW,"Perth, AUS",0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,900,3,2,181,0,0,57,90,45,18,20,7,121,44,25,12,7,0,0,0.5,0.667,0.4,0.444,0.156,0.06,0.03,0.364,No Takedown Attempted,0.195,0.094,0.055,0.081,0.029,-31,1,31,-1,0,0,UD,M
2/12/2023,Josh Culibao,Melsik Baghdasaryan,F1,FW,"Perth, AUS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,422,0,0,14,0,0,0,45,16,3,3,10,44,26,6,8,12,0,0,0.356,No Takedown Attempted,0.188,0.188,0.625,0.03,0.011,0.591,No Takedown Attempted,0.047,0.063,0.094,0.029,0.017,1,-10,-1,10,1,0,RNC,M
2/12/2023,Shannon Ross,Kleydson Rodrigues,F2,FYW,"Perth, AUS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,59,0,0,0,0,0,0,4,1,0,0,1,24,14,8,3,3,0,1,0.25,No Takedown Attempted,0,0,1,0.003,0.001,0.583,No Takedown Attempted,0.063,0.023,0.023,0.016,0.009,-20,-13,20,13,0,1,KO/TKO,M
2/12/2023,Jamie Mullarkey,Francisco Prado,F1,LW,"Perth, AUS",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,900,4,3,287,2,0,10,126,59,28,13,18,78,28,18,4,6,0,0,0.468,0.75,0.475,0.22,0.305,0.084,0.039,0.359,0,0.141,0.031,0.047,0.052,0.019,48,31,-48,-31,0,0,UD,M
2/12/2023,Jack Jenkins,Don Shainis,F1,FW,"Perth, AUS",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,5,4,360,3,1,136,150,82,45,23,14,187,50,26,17,7,0,0,0.547,0.8,0.549,0.28,0.171,0.1,0.055,0.267,0.333,0.203,0.133,0.055,0.125,0.033,-37,32,37,-32,0,0,UD,M
2/12/2023,Shane Young,Blake Bilder,F2,FW,"Perth, AUS",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,900,3,0,3,7,1,103,197,80,42,21,17,206,111,62,11,38,0,0,0.406,0,0.525,0.263,0.213,0.131,0.053,0.539,0.143,0.484,0.086,0.297,0.137,0.074,-9,-31,9,31,0,0,UD,M
2/12/2023,Zubair Tukhugov,Elves Brener,F2,LW,"Perth, AUS",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,900,4,0,131,3,0,0,172,70,64,4,2,170,69,30,23,16,0,0,0.407,0,0.914,0.057,0.029,0.115,0.047,0.406,0,0.234,0.18,0.125,0.113,0.046,2,1,-2,-1,0,0,SD,M
2/4/2023,Derrick Lewis,Serghei Spivac,F2,HW,Apex,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,185,0,0,0,8,6,152,3,0,0,0,0,54,12,12,0,0,0,0,0,No Takedown Attempted,No Strikes Landed,No Strikes Landed,No Strikes Landed,0.002,0,0.222,0.75,0.094,0,0,0.036,0.008,-51,-12,51,12,1,0,Arm Triangle,M
2/4/2023,Da Woon Jung,Devin Clark ,F2,LHW,Apex,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900,5,1,348,11,3,302,78,18,11,6,1,136,39,22,5,12,0,0,0.231,0.2,0.611,0.333,0.056,0.052,0.012,0.287,0.273,0.172,0.039,0.094,0.091,0.026,-58,-21,58,21,0,0,UD,M
2/4/2023,Marcin Tybura,Blagoy Ivanov,F1,HW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,1,1,295,0,0,0,133,40,12,19,9,113,34,24,10,0,0,0,0.301,1,0.3,0.475,0.225,0.089,0.027,0.301,No Takedown Attempted,0.188,0.078,0,0.075,0.023,20,6,-20,-6,0,0,UD,M
2/4/2023,Dooho Choi,Kyle Nelson,Draw,FW,Apex,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,0,0,238,10,5,334,114,50,11,23,16,80,20,10,7,3,0,0,0.439,No Takedown Attempted,0.22,0.46,0.32,0.076,0.033,0.25,0.5,0.078,0.055,0.023,0.053,0.013,34,30,-34,-30,0,0,Draw,M
2/4/2023,Yusaku Kinoshita ,Adam Fuggit,F2,WW,Apex,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,276,1,0,1,7,4,173,25,10,6,1,3,54,21,16,4,1,0,0,0.4,0,0.6,0.1,0.3,0.017,0.007,0.389,0.571,0.125,0.031,0.008,0.036,0.014,-29,-11,29,11,0,1,KO/TKO,M
2/4/2023,Jeka Saragih,Anshul Jubli,F2,LW,Apex,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,524,0,0,9,5,2,427,40,14,2,3,9,99,38,36,1,1,0,0,0.35,No Takedown Attempted,0.143,0.214,0.643,0.027,0.009,0.384,0.4,0.281,0.008,0.008,0.066,0.025,-59,-24,59,24,0,1,KO/TKO,M
2/4/2023,JeongYeong Lee,Zha Yi,F1,FW,Apex,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900,0,0,50,21,5,499,105,25,18,7,0,74,24,17,6,1,0,0,0.238,No Takedown Attempted,0.72,0.28,0,0.07,0.017,0.324,0.238,0.133,0.047,0.008,0.049,0.016,31,1,-31,-1,0,0,SD,M
2/4/2023,Toshiomi Kazama,Rinya Nakamura,F2,BW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,33,0,0,0,0,0,3,10,4,4,0,0,25,11,11,0,0,0,2,0.4,No Takedown Attempted,1,0,0,0.007,0.003,0.44,No Takedown Attempted,0.086,0,0,0.017,0.007,-15,-7,15,7,0,1,KO/TKO,M
2/4/2023,SeungGuk Choi,HyunSung Park,F2,FYW,Apex,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,791,2,0,158,3,1,107,83,20,12,3,5,125,38,20,1,17,1,0,0.241,0,0.6,0.15,0.25,0.055,0.013,0.304,0.333,0.156,0.008,0.133,0.083,0.025,-42,-18,42,18,1,0,RNC,M
2/4/2023,Junyong Park,Denis Tiuliulin,F1,MW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,245,3,1,178,0,0,0,52,25,20,1,4,22,8,4,4,0,0,0,0.481,0.333,0.8,0.04,0.16,0.035,0.017,0.364,No Takedown Attempted,0.031,0.031,0,0.015,0.005,30,17,-30,-17,1,0,RNC,M
2/4/2023,Tatsuro Taira,Jesus Aguilar,F1,FYW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,260,1,1,229,0,0,23,5,1,1,0,0,2,2,0,1,1,0,0,0.2,1,1,0,0,0.003,0.001,1,No Takedown Attempted,0,0.008,0.008,0.001,0.001,3,-1,-3,1,1,0,Triangle Choke (w/ armbar),M
1/21/2023,Glover Teixeira,Jamahal Hill,F2,LHW,Brazil,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1500,17,2,206,0,0,206,196,75,52,19,4,419,232,180,42,10,0,0,0.383,0.118,0.693,0.253,0.053,0.131,0.05,0.554,No Takedown Attempted,1.406,0.328,0.078,0.279,0.155,-223,-157,223,157,0,0,UD,M
1/21/2023,Deiveson Figueiredo,Brandon Moreno,F2,FYW,Brazil,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,2,1,35,6,3,412,48,19,8,8,3,111,48,37,7,4,0,0,0.396,0.5,0.421,0.421,0.158,0.032,0.013,0.432,0.5,0.289,0.055,0.031,0.074,0.032,-63,-29,63,29,1,0,TKO(Doc),M
1/21/2023,Gilbert Burns,Neil Magny,F1,WW,Brazil,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,1,1,155,0,0,0,12,5,4,1,0,11,4,2,1,1,0,0,0.417,1,0.8,0.2,0,0.008,0.003,0.364,No Takedown Attempted,0.016,0.008,0.008,0.007,0.003,1,1,-1,-1,1,0,Arm Triangle,M
1/21/2023,Paul Craig,Johnny Walker,F2,LHW,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,136,0,0,0,0,0,4,8,3,0,1,2,21,16,12,1,3,0,1,0.375,No Takedown Attempted,0,0.333,0.667,0.005,0.002,0.762,No Takedown Attempted,0.094,0.008,0.023,0.014,0.011,-13,-13,13,13,0,1,KO/TKO,M
1/21/2023,Mauricia Hua,Ihor Potieria,F2,LHW,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,245,0,0,1,2,0,38,35,17,4,3,10,47,21,16,3,2,0,1,0.486,No Takedown Attempted,0.235,0.176,0.588,0.023,0.011,0.447,0,0.125,0.023,0.016,0.031,0.014,-12,-4,12,4,0,1,KO/TKO,M
1/21/2023,Gregory Rodrigues,Brunno Ferreira ,F2,MW,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,253,0,0,10,2,0,1,41,21,16,5,0,46,22,15,2,5,0,1,0.512,No Takedown Attempted,0.762,0.238,0,0.027,0.014,0.478,0,0.117,0.016,0.039,0.031,0.015,-5,-1,5,1,0,1,KO/TKO,M
1/21/2023,Thiago Moises,Melquizael Costa,F1,LW,Brazil,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,545,7,4,331,0,0,2,58,22,14,7,1,71,23,2,10,11,0,0,0.379,0.571,0.636,0.318,0.045,0.039,0.015,0.324,No Takedown Attempted,0.016,0.078,0.086,0.047,0.015,-13,-1,13,1,1,0,RNC,M
1/21/2023,Gabriel Bonfim,Mounir Lazzez,F1,WW,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,49,0,0,4,1,0,0,22,9,6,2,1,13,9,0,4,5,0,0,0.409,No Takedown Attempted,0.667,0.222,0.111,0.015,0.006,0.692,0,0,0.031,0.039,0.009,0.006,9,0,-9,0,1,0,Guillotine,M
1/21/2023,Shamil Abdurakhimov,Jailton Almeida,F2,HW,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,476,0,0,0,5,3,448,3,1,1,0,0,110,45,44,0,1,0,0,0.333,No Takedown Attempted,1,0,0,0.002,0.001,0.409,0.6,0.344,0,0.008,0.073,0.03,-107,-44,107,44,0,1,KO/TKO,M
1/21/2023,Luan Lacerda,Cody Stamann,F2,BW,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,900,4,1,94,2,0,0,187,80,31,44,5,195,103,62,29,12,0,0,0.428,0.25,0.388,0.55,0.063,0.125,0.053,0.528,0,0.484,0.227,0.094,0.13,0.069,-8,-23,8,23,0,0,UD,M
1/21/2023,Ismael Bonfim ,Terrance McKinney,F1,LW,Brazil,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,437,4,1,47,2,0,136,53,34,16,16,2,55,14,10,4,0,1,0,0.642,0.25,0.471,0.471,0.059,0.035,0.023,0.255,0,0.078,0.031,0,0.037,0.009,-2,20,2,-20,0,1,KO/TKO,M
1/21/2023,Warlley Alves,Nicholas Dalby,F2,WW,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,900,3,1,129,1,0,242,153,66,45,7,14,298,119,75,35,9,0,0,0.431,0.333,0.682,0.106,0.212,0.102,0.044,0.399,0,0.586,0.273,0.07,0.199,0.079,-145,-53,145,53,0,0,SD,M
1/21/2023,Saimon Oliveira ,Daniel Marcos,F2,BW,Brazil,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,438,5,0,135,1,0,0,73,23,7,3,13,84,53,31,20,2,0,1,0.315,0,0.304,0.13,0.565,0.049,0.015,0.631,0,0.242,0.156,0.016,0.056,0.035,-11,-30,11,30,0,1,KO/TKO,M
1/14/2023,Sean Strickland ,Nassourdine Imavov,F1,MW,Apex,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1500,1,1,252,1,0,12,420,182,134,38,10,277,123,67,41,14,0,0,0.433,1,0.736,0.209,0.055,0.28,0.121,0.444,0,0.523,0.32,0.109,0.185,0.082,143,59,-143,-59,0,0,UD,M
1/14/2023,Dan Ige,Damon Jackson,F1,FW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,553,1,1,18,1,0,1,81,34,17,13,4,102,36,22,10,4,1,0,0.42,1,0.5,0.382,0.118,0.054,0.023,0.353,0,0.172,0.078,0.031,0.068,0.024,-21,-2,21,2,0,1,KO/TKO,M
1/14/2023,Punahele Soriano,Roman Kopylov,F2,MW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,499,3,0,6,1,1,10,107,39,35,4,0,128,82,56,14,12,0,0,0.364,0,0.897,0.103,0,0.071,0.026,0.641,1,0.438,0.109,0.094,0.085,0.055,-21,-43,21,43,0,1,KO/TKO,M
1/14/2023,Umar Nurmagomedov,Raoni Barcelos,F1,BW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,280,0,0,2,1,0,0,51,36,20,12,4,25,13,6,5,2,1,0,0.706,No Takedown Attempted,0.556,0.333,0.111,0.034,0.024,0.52,0,0.047,0.039,0.016,0.017,0.009,26,23,-26,-23,0,1,KO/TKO,M
1/14/2023,Javid Basharat,Mateus Mendonca,F1,BW,Apex,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,900,5,3,319,11,2,139,164,95,62,25,8,70,29,21,3,5,0,0,0.579,0.6,0.653,0.263,0.084,0.109,0.063,0.414,0.182,0.164,0.023,0.039,0.047,0.019,94,66,-94,-66,0,0,UD,M
1/14/2023,Claudio Ribeiro,Abdul Razak Alhassan,F2,MW,Apex,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,328,0,0,16,2,0,188,54,19,6,3,10,41,17,13,4,0,0,1,0.352,No Takedown Attempted,0.316,0.158,0.526,0.036,0.013,0.415,0,0.102,0.031,0,0.027,0.011,13,2,-13,-2,0,1,KO/TKO,M
1/14/2023,Mateusz Rebecki,Nick Fiore,F1,LW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,900,4,3,507,3,1,34,228,89,53,27,9,113,34,25,7,2,0,0,0.39,0.75,0.596,0.303,0.101,0.152,0.059,0.301,0.333,0.195,0.055,0.016,0.075,0.023,115,55,-115,-55,0,0,UD,M
1/14/2023,Allan Nascimento,Carlos Hernandez,F1,FYW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196,4,2,143,0,0,0,14,6,2,2,2,7,3,2,1,0,0,0,0.429,0.5,0.333,0.333,0.333,0.009,0.004,0.429,No Takedown Attempted,0.016,0.008,0,0.005,0.002,7,3,-7,-3,1,0,RNC,M
1/14/2023,Dan Argueta,Nick Aguirre,F1,FW,Apex,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,6,4,614,0,0,75,144,47,29,9,9,47,14,14,0,0,0,0,0.326,0.667,0.617,0.191,0.191,0.096,0.031,0.298,No Takedown Attempted,0.109,0,0,0.031,0.009,97,33,-97,-33,0,0,UD,M
1/14/2023,Charles Johnson,Jimmy Flick,F1,FYW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,273,0,0,99,3,1,24,77,34,20,10,4,13,7,3,3,1,0,0,0.442,No Takedown Attempted,0.588,0.294,0.118,0.051,0.023,0.538,0.333,0.023,0.023,0.008,0.009,0.005,64,27,-64,-27,0,1,KO/TKO,M
12/17/2022,Jared Cannonier,Sean Strickland,F1,MW,Apex,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1500,0,0,0,1,1,48,310,141,57,60,24,410,152,126,24,2,0,0,0.455,No Takedown Attempted,0.404,0.426,0.17,0.207,0.094,0.371,1,0.984,0.188,0.016,0.273,0.101,-100,-11,100,11,0,0,SD,M
12/17/2022,Arman tsarukyan,Damir Ismagulov,F1,LW,Apex,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,900,21,7,565,0,0,6,105,34,14,12,8,106,36,18,15,3,0,0,0.324,0.333,0.412,0.353,0.235,0.07,0.023,0.34,No Takedown Attempted,0.141,0.117,0.023,0.071,0.024,-1,-2,1,2,0,0,UD,M
12/17/2022,Amir Albazi,Alessandro Costa,F1,FYW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,733,4,1,354,0,0,0,110,37,23,10,4,107,17,6,6,5,2,0,0.336,0.25,0.622,0.27,0.108,0.073,0.025,0.159,No Takedown Attempted,0.047,0.047,0.039,0.071,0.011,3,20,-3,-20,0,1,KO/TKO,M
12/17/2022,Alex Caceres ,Julian Erosa,F1,FW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,184,0,0,5,0,0,0,30,16,9,3,4,22,10,2,3,5,1,0,0.533,No Takedown Attempted,0.563,0.188,0.25,0.02,0.011,0.455,No Takedown Attempted,0.016,0.023,0.039,0.015,0.007,8,6,-8,-6,0,1,KO/TKO,M
12/17/2022,Drew Dober,Bobby Green,F1,LW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,465,1,0,7,1,0,11,121,34,16,9,9,145,73,50,17,6,1,0,0.281,0,0.471,0.265,0.265,0.081,0.023,0.503,0,0.391,0.133,0.047,0.097,0.049,-24,-39,24,39,0,1,KO/TKO,M
12/17/2022,Cody Brundage,Michal Oleksiejczuk,F2,MW,Apex,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,196,3,3,113,0,0,72,3,0,0,0,0,40,15,13,2,0,0,0,0,1,No Strikes Landed,No Strikes Landed,No Strikes Landed,0.002,0,0.375,No Takedown Attempted,0.102,0.016,0,0.027,0.01,-37,-15,37,15,0,1,KO/TKO,M
12/17/2022,Jake Matthews,Matthew Semelsberger,F2,WW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900,2,1,102,5,3,256,140,32,23,6,3,129,45,32,7,4,0,3,0.229,0.5,0.719,0.188,0.094,0.093,0.021,0.349,0.6,0.25,0.055,0.031,0.086,0.03,11,-13,-11,13,0,0,UD,M
