Date,Fighter 1,Fighter 2,Winner,Weight Class,Venue,Title Fight,Main Event,F1 Lay Pray,F2 Lay Pray,Winner LP,F1 Failed LP,F2 Failed LP,Decision,Stinker,F1 Frozen,F2 Frozen,Potential Robbery,Stand Up,F1 Active,F2 Active,Comeback Win,BangFest,F1 Head Hunter,F2 Head Hunter,F1 Leg Kicker,F2 Leg Kicker,Paul Craig,Massacre,F1 Beatdown,F2 Beatdown,Time Elapsed,F1 TDA,F1 TDL,F1 Control Time,F2 TDA,F2 TDL,F2 Control Time,F1 Total Strikes,F1 Sig Strikes,F1 Head Strike,F1 Body Strike,F1 Leg Strike,F2 Total Strikes,F2 Sig Strikes,F2 Head Strike,F2 Body Strike,F2 Leg Strike,F1 KD,F2 KD,F1 Strike Acc%,F1 TD Acc%,F1 HS%,F1 BS%,F1 LS%,F1 Strike/Sec,F1 Sig Strike/Sec,F2 Strike Acc%,F2 TD Acc%,F2 HS%,F2 BS%,F2 LS%,F2 Strike/Sec,F2 Sig Strike/Sec,F1 Strike Diff,F1 Sig Strike Diff,F2 Strike Diff,F2 Sig Strike Diff,Submission,KO,Method of Victory ,Gender
12/17/2022,Said Nurmagomedov,Saidyokub Kakhramonov,F1,BW,Apex,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,530,2,0,25,12,5,472,34,7,3,3,1,65,11,8,3,0,0,0,0.206,0,0.429,0.429,0.143,0.023,0.005,0.169,0.417,0.063,0.023,0,0.043,0.007,-31,-4,31,4,1,0,Guillotine,M
12/17/2022,Rafa Garcia,Maheshate,F1,LW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,11,6,370,0,0,0,138,49,29,11,9,148,25,16,8,1,0,0,0.355,0.545,0.592,0.224,0.184,0.092,0.033,0.169,No Takedown Attempted,0.125,0.063,0.008,0.099,0.017,-10,24,10,-24,0,0,UD,M
12/17/2022,Bryan Battle,Rinat Fakhretdinov,F2,WW,Apex,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,900,1,0,0,9,7,851,42,3,1,1,1,149,43,38,2,3,0,1,0.071,0,0.333,0.333,0.333,0.028,0.002,0.289,0.778,0.297,0.016,0.023,0.099,0.029,-107,-40,107,40,0,0,UD,M
12/17/2022,David Dvorak,Manel Kape,F2,FYW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,3,2,162,0,0,57,122,33,17,6,10,136,58,33,19,6,0,1,0.27,0.667,0.515,0.182,0.303,0.081,0.022,0.426,No Takedown Attempted,0.258,0.148,0.047,0.091,0.039,-14,-25,14,25,0,0,UD,M
12/17/2022,Sergey Morozov,Journey Newson,F1,BW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,13,6,419,2,0,0,145,30,7,8,15,136,26,10,7,9,0,0,0.207,0.462,0.233,0.267,0.5,0.097,0.02,0.191,0,0.078,0.055,0.07,0.091,0.017,9,4,-9,-4,0,0,UD,M
12/10/2022,Jan Blachowicz ,Magomed Ankalaev,Draw,LHW,"Las Vegas, NV",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1500,0,0,0,10,2,680,141,55,19,11,25,312,78,49,19,10,0,0,0.39,No Takedown Attempted,0.345,0.2,0.455,0.094,0.037,0.25,0.2,0.383,0.148,0.078,0.208,0.052,-171,-23,171,23,0,0,Draw,M
12/10/2022,Paddy Pimblett,Jared Gordon,F1,LW,"Las Vegas, NV",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,3,0,35,6,3,388,194,63,33,13,17,143,60,32,14,14,0,0,0.325,0,0.524,0.206,0.27,0.129,0.042,0.42,0.5,0.25,0.109,0.109,0.095,0.04,51,3,-51,-3,0,0,UD,M
12/10/2022,Santiago Ponzinibbio,Alex Morono,F1,WW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,89,1,0,1,0,0,8,155,66,31,26,9,131,38,34,4,0,1,1,0.426,0,0.47,0.394,0.136,0.103,0.044,0.29,No Takedown Attempted,0.266,0.031,0,0.087,0.025,24,28,-24,-28,0,1,KO/TKO,M
12/10/2022,Darren Till,Dricus Du Plessis,F2,MW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,763,1,1,23,6,6,333,94,35,26,6,3,197,86,69,4,13,0,0,0.372,1,0.743,0.171,0.086,0.063,0.023,0.437,1,0.539,0.031,0.102,0.131,0.057,-103,-51,103,51,1,0,Neck Crank,M
12/10/2022,Bryce Mitchell,Ilia Topuria,F2,FW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,790,9,1,89,0,0,78,94,36,22,11,3,93,40,34,5,1,0,1,0.383,0.111,0.611,0.306,0.083,0.063,0.024,0.43,No Takedown Attempted,0.266,0.039,0.008,0.062,0.027,1,-4,-1,4,1,0,Arm Triangle,M
12/10/2022,Raul Rosas,Jay Perrin,F1,BW,"Las Vegas, NV",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,164,3,2,132,0,0,0,14,3,2,0,1,8,4,3,0,1,0,0,0.214,0.667,0.667,0,0.333,0.009,0.002,0.5,No Takedown Attempted,0.023,0,0.008,0.005,0.003,6,-1,-6,1,1,0,Neck Crank,M
12/10/2022,Jairzinho Rozenstruik,Chris Daukaus,F1,HW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23,0,0,6,0,0,0,21,12,12,0,0,1,1,1,0,0,1,0,0.571,No Takedown Attempted,1,0,0,0.014,0.008,1,No Takedown Attempted,0.008,0,0,0.001,0.001,20,11,-20,-11,0,1,KO/TKO,M
12/10/2022,Edmen Shahbazyan,Dalcha Lungiambula,F1,MW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,581,0,0,68,4,0,15,113,54,31,20,3,51,23,6,11,6,0,0,0.478,No Takedown Attempted,0.574,0.37,0.056,0.075,0.036,0.451,0,0.047,0.086,0.047,0.034,0.015,62,31,-62,-31,0,1,KO/TKO,M
12/10/2022,Chris Curtis,Joaquin Buckley,F1,MW,"Las Vegas, NV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,469,0,0,6,0,0,0,87,36,25,3,8,163,50,27,15,8,1,0,0.414,No Takedown Attempted,0.694,0.083,0.222,0.058,0.024,0.307,No Takedown Attempted,0.211,0.117,0.063,0.109,0.033,-76,-14,76,14,0,1,KO/TKO,M
12/10/2022,Billy Quarantillo,Alexander Hernandez,F1,FW,"Las Vegas, NV",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,570,4,2,80,6,2,248,194,87,61,17,9,105,48,33,5,10,0,0,0.448,0.5,0.701,0.195,0.103,0.129,0.058,0.457,0.333,0.258,0.039,0.078,0.07,0.032,89,39,-89,-39,0,1,KO/TKO,M
12/10/2022,TJ Brown,Erik Silva,F1,FW,"Las Vegas, NV",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,821,7,2,583,4,3,155,109,24,20,4,0,42,21,12,6,3,0,0,0.22,0.286,0.833,0.167,0,0.073,0.016,0.5,0.75,0.094,0.047,0.023,0.028,0.014,67,3,-67,-3,1,0,Arm Triangle,M
12/10/2022,Cory Saaiman,Steven Koslow,F1,BW,"Las Vegas, NV",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,853,0,0,389,9,5,280,149,53,38,9,6,42,11,8,1,2,0,0,0.356,No Takedown Attempted,0.717,0.17,0.113,0.099,0.035,0.262,0.556,0.063,0.008,0.016,0.028,0.007,107,42,-107,-42,0,1,KO/TKO,M
12/3/2022,Stephen Thompson,Kevin Holland,F1,WW,"Orlando, FL",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1200,0,0,47,6,2,81,278,163,103,42,18,214,119,52,23,44,0,0,0.586,No Takedown Attempted,0.632,0.258,0.11,0.185,0.109,0.556,0.333,0.406,0.18,0.344,0.143,0.079,64,44,-64,-44,0,1,KO/TKO,M
12/3/2022,Brian Barbarena,Rafael Dos Anjos,F2,WW,"Orlando, FL",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,500,0,0,35,6,4,396,79,14,6,4,4,41,29,3,17,0,0,0,0.177,No Takedown Attempted,0.429,0.286,0.286,0.053,0.009,0.707,0.667,0.023,0.133,0,0.027,0.019,38,-15,-38,15,1,0,RNC,M
12/3/2022,Matheus Nicolau,Matt Schnell,F1,FYW,"Orlando, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,404,1,1,47,0,0,0,50,32,23,6,3,68,20,16,3,1,2,0,0.64,1,0.719,0.188,0.094,0.033,0.021,0.294,No Takedown Attempted,0.125,0.023,0.008,0.045,0.013,-18,12,18,-12,0,1,KO/TKO,M
12/3/2022,Tai Tuivasa,Sergei Pavlovich,F2,HW,"Orlando, FL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,54,0,0,0,0,0,9,10,2,2,0,0,44,23,23,0,0,0,2,0.2,No Takedown Attempted,1,0,0,0.007,0.001,0.523,No Takedown Attempted,0.18,0,0,0.029,0.015,-34,-21,34,21,0,1,KO/TKO,M
12/3/2022,Jack Hermansson,Roman Dolidze ,F2,MW,"Orlando, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,546,3,2,112,0,0,30,80,47,16,11,20,73,25,23,2,0,0,0,0.588,0.667,0.34,0.234,0.426,0.053,0.031,0.342,No Takedown Attempted,0.18,0.016,0,0.049,0.017,7,22,-7,-22,1,0,Calf Slicer,M
12/3/2022,Eryk Anders,Kyle Daukaus,F1,MW,"Orlando, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,465,1,1,146,8,0,44,159,49,27,14,8,83,37,14,8,15,1,0,0.308,1,0.551,0.286,0.163,0.106,0.033,0.446,0,0.109,0.063,0.117,0.055,0.025,76,12,-76,-12,0,1,KO/TKO,M
12/3/2022,Niko Price,Phil Rowe,F2,WW,"Orlando, FL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,806,2,0,89,2,1,89,293,110,66,16,28,140,63,49,7,7,0,0,0.375,0,0.6,0.145,0.255,0.195,0.073,0.45,0.5,0.383,0.055,0.055,0.093,0.042,153,47,-153,-47,0,1,KO/TKO,M
12/3/2022,Clay Guida,Scott Holtzman,F1,LW,"Orlando, FL",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,900,15,4,335,0,0,18,215,66,30,23,13,178,65,55,5,5,0,0,0.307,0.267,0.455,0.348,0.197,0.143,0.044,0.365,No Takedown Attempted,0.43,0.039,0.039,0.119,0.043,37,1,-37,-1,0,0,SD,M
12/3/2022,Michael Johnson,Marc Diakiese,F1,LW,"Orlando, FL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,900,3,0,30,6,0,0,181,83,37,37,9,127,55,21,24,10,0,0,0.459,0,0.446,0.446,0.108,0.121,0.055,0.433,0,0.164,0.188,0.078,0.085,0.037,54,28,-54,-28,0,0,UD,M
12/3/2022,Darren Elkins,Jonathan Pearce,F2,FW,"Orlando, FL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,900,5,2,48,7,2,213,203,57,47,9,1,276,110,80,18,12,0,0,0.281,0.4,0.825,0.158,0.018,0.135,0.038,0.399,0.286,0.625,0.141,0.094,0.184,0.073,-73,-53,73,53,0,0,UD,M
12/3/2022,Natan Levy,Genaro Valdez,F1,LW,"Orlando, FL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,10,6,280,0,0,1,137,67,22,25,20,173,49,26,10,13,0,0,0.489,0.6,0.328,0.373,0.299,0.091,0.045,0.283,No Takedown Attempted,0.203,0.078,0.102,0.115,0.033,-36,18,36,-18,0,0,UD,M
12/3/2022,Marcelo Rojo,Francis Marshall,F2,FW,"Orlando, FL",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,374,0,0,0,3,1,167,65,31,20,4,7,89,23,20,2,1,0,1,0.477,No Takedown Attempted,0.645,0.129,0.226,0.043,0.021,0.258,0.333,0.156,0.016,0.008,0.059,0.015,-24,8,24,-8,0,1,KO/TKO,M
11/19/2022,Kennedy Nzechukwu,Ion Cutelaba,F1,LHW,Apex,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,362,1,0,74,8,2,212,42,24,22,2,0,57,9,7,0,2,1,0,0.571,0,0.917,0.083,0,0.028,0.016,0.158,0.25,0.055,0,0.016,0.038,0.006,-15,15,15,-15,0,1,KO/TKO,M
11/19/2022,Chase Sherman,Waldo Cortes-Acosta,F2,HW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,900,2,1,94,0,0,13,187,66,25,16,25,282,147,124,17,6,0,0,0.353,0.5,0.379,0.242,0.379,0.125,0.044,0.521,No Takedown Attempted,0.969,0.133,0.047,0.188,0.098,-95,-81,95,81,0,0,UD,M
11/19/2022,Andre Fialho,Muslim Salikhov,F2,WW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,663,0,0,20,3,1,187,80,17,10,4,3,123,56,38,14,4,0,0,0.213,No Takedown Attempted,0.588,0.235,0.176,0.053,0.011,0.455,0.333,0.297,0.109,0.031,0.082,0.037,-43,-39,43,39,0,1,KO/TKO,M
11/19/2022,Jack Maddalena,Danny Roberts,F1,WW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,204,0,0,34,1,0,15,68,33,23,9,1,33,5,2,1,2,2,0,0.485,No Takedown Attempted,0.697,0.273,0.03,0.045,0.022,0.152,0,0.016,0.008,0.016,0.022,0.003,35,28,-35,-28,0,1,KO/TKO,M
11/19/2022,Charles Johnson,Zhalgas Zhumagulov,F1,FYW,Apex,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,900,2,0,57,4,1,63,237,115,64,41,10,258,119,36,34,49,0,0,0.485,0,0.557,0.357,0.087,0.158,0.077,0.461,0.25,0.281,0.266,0.383,0.172,0.079,-21,-4,21,4,0,0,SD,M
11/19/2022,Vince Morales,Miles Johns,F2,BW,Apex,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,900,0,0,5,12,1,128,139,39,28,9,2,110,38,28,4,6,0,0,0.281,No Takedown Attempted,0.718,0.231,0.051,0.093,0.026,0.345,0.083,0.219,0.031,0.047,0.073,0.025,29,1,-29,-1,0,0,UD,M
11/19/2022,Ricky Turcios,Kevin Natividad,F1,BW,Apex,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,900,5,2,377,13,7,300,224,68,65,1,2,109,41,33,5,3,0,1,0.304,0.4,0.956,0.015,0.029,0.149,0.045,0.376,0.538,0.258,0.039,0.023,0.073,0.027,115,27,-115,-27,0,0,SD,M
11/19/2022,Brady Hiestand,Fernando Garcia,F1,BW,Apex,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,900,8,3,554,2,1,82,82,19,10,4,5,125,21,13,1,7,0,0,0.232,0.375,0.526,0.211,0.263,0.055,0.013,0.168,0.5,0.102,0.008,0.055,0.083,0.014,-43,-2,43,2,0,0,UD,M
11/12/2022,Israel Adesanya,Alex Pereira,F2,MW,"MSG, NY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1321,4,1,394,1,1,31,209,86,41,21,24,214,91,42,27,22,0,0,0.411,0.25,0.477,0.244,0.279,0.139,0.057,0.425,1,0.328,0.211,0.172,0.143,0.061,-5,-5,5,5,0,1,KO/TKO,M
11/12/2022,Dustin Poirer ,Michael Chandler,F1,LW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,720,0,0,47,7,3,339,105,38,34,2,2,135,43,32,10,1,0,0,0.362,No Takedown Attempted,0.895,0.053,0.053,0.07,0.025,0.319,0.429,0.25,0.078,0.008,0.09,0.029,-30,-5,30,5,1,0,RNC,M
11/12/2022,Frankie Edgar,Chris Gutierrez,F2,BW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,121,0,0,0,0,0,1,12,2,0,0,2,20,10,6,0,4,0,1,0.167,No Takedown Attempted,0,0,1,0.008,0.001,0.5,No Takedown Attempted,0.047,0,0.031,0.013,0.007,-8,-8,8,8,0,1,KO/TKO,M
11/12/2022,Dan Hooker,Claudio Puelles,F1,LW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,546,0,0,128,8,0,8,73,29,8,13,8,18,5,1,3,1,1,0,0.397,No Takedown Attempted,0.276,0.448,0.276,0.049,0.019,0.278,0,0.008,0.023,0.008,0.012,0.003,55,24,-55,-24,0,1,KO/TKO,M
11/12/2022,Brad Riddell,Renato Moicano,F2,LW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,200,1,0,14,1,0,34,25,14,6,6,2,35,10,10,0,0,0,0,0.56,0,0.429,0.429,0.143,0.017,0.009,0.286,0,0.078,0,0,0.023,0.007,-10,4,10,-4,1,0,RNC,M
11/12/2022,Dominick Reyes,Ryan Spann,F2,LHW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80,0,0,0,1,0,3,12,5,1,4,0,17,8,7,1,0,0,1,0.417,No Takedown Attempted,0.2,0.8,0,0.008,0.003,0.471,0,0.055,0.008,0,0.011,0.005,-5,-3,5,3,0,1,KO/TKO,M
11/12/2022,Andre Petroski,Wellington Turman,F1,MW,"MSG, NY",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900,11,8,479,3,1,100,119,42,32,9,1,118,41,22,12,7,0,0,0.353,0.727,0.762,0.214,0.024,0.079,0.028,0.347,0.333,0.172,0.094,0.055,0.079,0.027,1,1,-1,-1,0,0,UD,M
11/12/2022,Matt Frevola,Ottman Azaitar,F1,LW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,150,0,0,2,0,0,0,28,11,10,1,0,23,10,6,4,0,1,0,0.393,No Takedown Attempted,0.909,0.091,0,0.019,0.007,0.435,No Takedown Attempted,0.047,0.031,0,0.015,0.007,5,1,-5,-1,0,1,KO/TKO,M
11/12/2022,Mike Trizano,Seung-Woo Choi,F1,FW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,291,0,0,14,1,0,12,55,32,28,2,2,74,26,19,3,4,2,1,0.582,No Takedown Attempted,0.875,0.063,0.063,0.037,0.021,0.351,0,0.148,0.023,0.031,0.049,0.017,-19,6,19,-6,0,1,KO/TKO,M
11/12/2022,Julio Arce,Montel Jackson,F2,BW,"MSG, NY",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,900,2,1,6,3,0,355,156,26,13,8,5,127,48,39,5,4,0,1,0.167,0.5,0.5,0.308,0.192,0.104,0.017,0.378,0,0.305,0.039,0.031,0.085,0.032,29,-22,-29,22,0,0,UD,M
11/12/2022,Carlos Ulberg,Nicolae Negumereanu,F1,LHW,"MSG, NY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,224,0,0,5,0,0,0,23,14,8,2,4,14,2,0,1,1,1,0,0.609,No Takedown Attempted,0.571,0.143,0.286,0.015,0.009,0.143,No Takedown Attempted,0,0.008,0.008,0.009,0.001,9,12,-9,-12,0,1,KO/TKO,M
11/5/2022,Neil Magny,Daniel Rodriguez,F1,WW,Apex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,813,7,5,248,1,0,76,169,57,38,16,3,113,66,36,15,15,0,0,0.337,0.714,0.667,0.281,0.053,0.113,0.038,0.584,0,0.281,0.117,0.117,0.075,0.044,56,-9,-56,9,1,0,D'Arce Choke,M
11/5/2022,Derrick Minner,S. Nuerdanbieke,F2,FW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,67,0,0,0,0,0,33,5,5,0,2,3,50,19,19,0,0,0,1,1,No Takedown Attempted,0,0.4,0.6,0.003,0.003,0.38,No Takedown Attempted,0.148,0,0,0.033,0.013,-45,-14,45,14,0,1,KO/TKO,M
11/5/2022,Tagir Ulanbekov,Nate Maness,F1,FYW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,131,2,1,94,0,0,0,14,4,4,0,0,30,4,2,1,1,0,0,0.286,0.5,1,0,0,0.009,0.003,0.133,No Takedown Attempted,0.016,0.008,0.008,0.02,0.003,-16,0,16,0,1,0,Guillotine,M
11/5/2022,Grant Dawson,Mark Madsen,F1,LW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,725,6,2,571,0,0,24,96,33,17,5,11,70,15,11,3,1,1,0,0.344,0.333,0.515,0.152,0.333,0.064,0.022,0.214,No Takedown Attempted,0.086,0.023,0.008,0.047,0.01,26,18,-26,-18,1,0,RNC,M
11/5/2022,Mario Bautista,Benito Lopez,F1,BW,Apex,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,294,1,1,156,0,0,0,72,44,20,12,12,25,17,6,2,9,0,0,0.611,1,0.455,0.273,0.273,0.048,0.029,0.68,No Takedown Attempted,0.047,0.016,0.07,0.017,0.011,47,27,-47,-27,1,0,Triangle Choke (w/ armbar),M
11/5/2022,Liudvik Sholinian,Johnny Munoz,F2,BW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,900,2,0,90,4,2,159,166,56,42,12,1,270,78,55,16,7,0,0,0.337,0,0.75,0.214,0.018,0.111,0.037,0.289,0.5,0.43,0.125,0.055,0.18,0.052,-104,-22,104,22,0,0,UD,M
11/5/2022,Carlos Candelario,Josh Hadley,F2,FYW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,459,1,1,99,0,0,0,148,69,31,22,16,188,90,45,24,21,0,0,0.466,1,0.449,0.319,0.232,0.099,0.046,0.479,No Takedown Attempted,0.352,0.188,0.164,0.125,0.06,-40,-21,40,21,1,0,Triangle Choke,M
10/29/2022,Calvin Kattar,Arnold Allen,F2,FW,Apex,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,308,0,0,0,0,0,23,58,14,5,6,3,67,28,21,2,5,0,0,0.241,No Takedown Attempted,0.357,0.429,0.214,0.039,0.009,0.418,No Takedown Attempted,0.164,0.016,0.039,0.045,0.019,-9,-14,9,14,0,1,KO/TKO,M
10/29/2022,Tim Means,Max Griffin ,F2,WW,Apex,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,900,5,3,87,6,3,313,215,47,18,18,11,96,42,25,9,8,0,1,0.219,0.6,0.383,0.383,0.234,0.143,0.031,0.438,0.5,0.195,0.07,0.063,0.064,0.028,119,5,-119,-5,0,0,SD,M
10/29/2022,Waldo Cortes-Acosta,Jared Vanderaa,F1,HW,Apex,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,900,0,0,3,1,0,13,158,73,41,26,6,143,56,12,5,39,0,0,0.462,No Takedown Attempted,0.562,0.356,0.082,0.105,0.049,0.392,0,0.094,0.039,0.305,0.095,0.037,15,17,-15,-17,0,0,UD,M
10/29/2022,Josh Fremd ,Tresean Gore,F2,MW,Apex,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,349,1,0,39,4,3,166,57,24,8,11,5,25,10,7,1,2,0,0,0.421,0,0.333,0.458,0.208,0.038,0.016,0.4,0.75,0.055,0.008,0.016,0.017,0.007,32,14,-32,-14,1,0,Guillotine,M
10/29/2022,Dustin Jacoby,Khalil Rountree,F2,LHW,Apex,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,900,3,0,5,0,0,0,257,120,69,27,24,241,85,49,18,18,0,0,0.467,0,0.575,0.225,0.2,0.171,0.08,0.353,No Takedown Attempted,0.383,0.141,0.141,0.161,0.057,16,35,-16,-35,0,0,SD,M
10/29/2022,Phil Hawes,Roman Dolidze ,F2,MW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,249,1,1,46,0,0,2,31,11,5,5,1,57,18,15,2,1,0,1,0.355,1,0.455,0.455,0.091,0.021,0.007,0.316,No Takedown Attempted,0.117,0.016,0.008,0.038,0.012,-26,-7,26,7,1,0,Leg Lock (TKO),M
10/29/2022,Andre Arlovski,Marcos de Lima,F2,HW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,110,0,0,0,0,0,90,6,2,1,0,1,33,6,3,1,2,0,1,0.333,No Takedown Attempted,0.5,0,0.5,0.004,0.001,0.182,No Takedown Attempted,0.023,0.008,0.016,0.022,0.004,-27,-4,27,4,1,0,RNC,M
10/29/2022,Joseph Holmes,Jun-Yong Park,F2,MW,Apex,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,484,0,0,39,4,2,277,42,20,8,5,7,76,18,13,0,5,0,0,0.476,No Takedown Attempted,0.4,0.25,0.35,0.028,0.013,0.237,0.5,0.102,0,0.039,0.051,0.012,-34,2,34,-2,1,0,RNC,M
10/29/2022,Chase Hooper,Steve Garcia,F2,FW,Apex,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,92,1,0,0,0,0,17,32,10,7,2,1,46,29,19,7,3,0,3,0.313,0,0.7,0.2,0.1,0.021,0.007,0.63,No Takedown Attempted,0.148,0.055,0.023,0.031,0.019,-14,-19,14,19,0,1,KO/TKO,M
10/29/2022,Cody Durden,Carlos Mota,F1,FYW,Apex,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,900,8,4,752,0,0,11,95,17,13,3,1,62,12,6,5,1,0,0,0.179,0.5,0.765,0.176,0.059,0.063,0.011,0.194,No Takedown Attempted,0.047,0.039,0.008,0.041,0.008,33,5,-33,-5,0,0,UD,M
